states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:26:a:y
402:   67:49:a:x
403:   67:21:b:x
404:   67:50:c:y
405:   67:39:A:x
406:   67:64:B:y
407:   67:36:C:x
408:   68:41:a:y
409:   68:33:b:x
410:   68:30:c:y
411:   68:74:A:y
412:   68:41:B:x
413:   68:43:C:y
414:   69:50:a:x
415:   69:19:b:y
416:   69:70:c:x
417:   69:25:A:y
418:   69:75:B:y
419:   69:77:C:y
420:   70:86:a:y
421:   70:35:b:x
422:   70:50:c:y
423:   70:26:A:x
424:   70:62:B:y
425:   70:27:C:x
426:   71:50:a:y
427:   71:89:b:x
428:   71:32:c:x
429:   71:41:A:x
430:   71:66:B:x
431:   71:1:C:y
432:   72:11:a:y
433:   72:59:b:y
434:   72:27:c:x
435:   72:93:A:x
436:   72:5:B:x
437:   72:58:C:y
438:   73:33:a:y
439:   73:66:b:y
440:   73:30:c:y
441:   73:37:A:x
442:   73:3:B:y
443:   73:16:C:y
444:   74:56:a:x
445:   74:29:b:y
446:   74:49:c:y
447:   74:72:A:x
448:   74:56:B:x
449:   74:87:C:y
450:   75:92:a:y
451:   75:19:b:x
452:   75:49:c:y
453:   75:16:A:x
454:   75:50:B:y
455:   75:86:C:y
456:   76:50:a:x
457:   76:50:b:x
458:   76:80:c:x
459:   76:62:A:x
460:   76:92:B:x
461:   76:94:C:x
462:   77:38:a:x
463:   77:40:b:y
464:   77:74:c:y
465:   77:91:A:y
466:   77:50:B:x
467:   77:95:C:x
468:   78:45:a:x
469:   78:45:b:y
470:   78:55:c:x
471:   78:12:A:y
472:   78:46:B:x
473:   78:18:C:x
474:   79:61:a:x
475:   79:21:b:x
476:   79:59:c:y
477:   79:53:A:y
478:   79:50:B:y
479:   79:50:C:y
480:   80:61:a:x
481:   80:66:b:y
482:   80:33:c:y
483:   80:85:A:y
484:   80:70:B:y
485:   80:40:C:y
486:   81:25:a:x
487:   81:50:b:x
488:   81:5:c:y
489:   81:35:A:x
490:   81:43:B:x
491:   81:98:C:y
492:   82:50:a:y
493:   82:50:b:x
494:   82:3:c:y
495:   82:52:A:x
496:   82:4:B:x
497:   82:76:C:x
498:   83:30:a:x
499:   83:50:b:x
500:   83:18:c:y
501:   83:88:A:x
502:   83:41:B:y
503:   83:76:C:x
504:   84:27:a:y
505:   84:35:b:x
506:   84:97:c:x
507:   84:91:A:x
508:   84:69:B:y
509:   84:29:C:y
510:   85:25:a:x
511:   85:7:b:y
512:   85:7:c:y
513:   85:80:A:x
514:   85:13:B:x
515:   85:39:C:x
516:   86:48:a:y
517:   86:6:b:y
518:   86:55:c:x
519:   86:10:A:x
520:   86:40:B:y
521:   86:33:C:x
522:   87:50:a:x
523:   87:57:b:x
524:   87:86:c:x
525:   87:61:A:x
526:   87:25:B:y
527:   87:15:C:x
528:   88:24:a:y
529:   88:92:b:x
530:   88:30:c:y
531:   88:46:A:x
532:   88:43:B:y
533:   88:42:C:x
534:   89:44:a:x
535:   89:26:b:x
536:   89:46:c:y
537:   89:44:A:y
538:   89:51:B:x
539:   89:78:C:x
540:   90:60:a:y
541:   90:38:b:x
542:   90:67:c:y
543:   90:37:A:y
544:   90:91:B:x
545:   90:50:C:x
546:   91:25:a:y
547:   91:36:b:y
548:   91:23:c:x
549:   91:40:A:x
550:   91:81:B:y
551:   91:50:C:x
552:   92:42:a:x
553:   92:39:b:x
554:   92:46:c:x
555:   92:85:A:x
556:   92:42:B:y
557:   92:26:C:y
558:   93:50:a:y
559:   93:82:b:x
560:   93:4:c:x
561:   93:50:A:x
562:   93:38:B:y
563:   93:93:C:x
564:   94:2:a:y
565:   94:80:b:y
566:   94:94:c:x
567:   94:16:A:y
568:   94:30:B:y
569:   94:0:C:y
570:   95:45:a:y
571:   95:50:b:x
572:   95:73:c:x
573:   95:61:A:x
574:   95:22:B:y
575:   95:36:C:x
576:   96:70:a:x
577:   96:6:b:x
578:   96:99:c:y
579:   96:66:A:y
580:   96:12:B:x
581:   96:90:C:y
582:   97:47:a:y
583:   97:47:b:y
584:   97:23:c:y
585:   97:90:A:y
586:   97:77:B:y
587:   97:30:C:y
588:   98:50:a:x
589:   98:68:b:y
590:   98:58:c:y
591:   98:49:A:y
592:   98:78:B:x
593:   98:41:C:y
594:   99:99:a:y
595:   99:19:b:y
596:   99:50:c:y
597:   99:91:A:x
598:   99:57:B:y
599:   99:21:C:y
