states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:12:a:x
97:    16:60:b:y
98:    16:65:c:x
99:    16:5:A:y
100:   16:0:B:x
101:   16:43:C:x
102:   17:6:a:y
103:   17:75:b:x
104:   17:91:c:y
105:   17:76:A:y
106:   17:2:B:x
107:   17:19:C:y
108:   18:68:a:x
109:   18:33:b:y
110:   18:13:c:y
111:   18:28:A:x
112:   18:89:B:x
113:   18:29:C:y
114:   19:20:a:y
115:   19:62:b:x
116:   19:75:c:x
117:   19:17:A:y
118:   19:58:B:x
119:   19:52:C:y
120:   20:83:a:x
121:   20:35:b:y
122:   20:18:c:x
123:   20:91:A:x
124:   20:42:B:x
125:   20:0:C:y
126:   21:37:a:x
127:   21:5:b:y
128:   21:69:c:x
129:   21:31:A:x
130:   21:97:B:y
131:   21:72:C:x
132:   22:68:a:y
133:   22:40:b:x
134:   22:63:c:x
135:   22:87:A:x
136:   22:13:B:y
137:   22:84:C:x
138:   23:89:a:y
139:   23:24:b:y
140:   23:35:c:y
141:   23:96:A:y
142:   23:63:B:y
143:   23:76:C:y
144:   24:98:a:y
145:   24:85:b:y
146:   24:79:c:x
147:   24:82:A:x
148:   24:41:B:x
149:   24:35:C:x
150:   25:16:a:x
151:   25:78:b:y
152:   25:83:c:y
153:   25:46:A:x
154:   25:6:B:x
155:   25:85:C:y
156:   26:81:a:y
157:   26:65:b:x
158:   26:74:c:x
159:   26:20:A:x
160:   26:6:B:x
161:   26:53:C:y
162:   27:95:a:y
163:   27:34:b:y
164:   27:62:c:x
165:   27:39:A:x
166:   27:29:B:y
167:   27:42:C:x
168:   28:17:a:x
169:   28:21:b:x
170:   28:69:c:x
171:   28:95:A:x
172:   28:88:B:x
173:   28:36:C:y
174:   29:73:a:y
175:   29:94:b:y
176:   29:41:c:x
177:   29:65:A:y
178:   29:74:B:y
179:   29:73:C:y
180:   30:26:a:y
181:   30:47:b:y
182:   30:98:c:x
183:   30:8:A:y
184:   30:42:B:y
185:   30:78:C:y
186:   31:8:a:y
187:   31:10:b:x
188:   31:39:c:x
189:   31:20:A:x
190:   31:73:B:x
191:   31:66:C:y
192:   32:80:a:x
193:   32:22:b:x
194:   32:97:c:y
195:   32:56:A:x
196:   32:86:B:y
197:   32:51:C:y
198:   33:92:a:x
199:   33:90:b:x
200:   33:39:c:y
201:   33:92:A:y
202:   33:56:B:x
203:   33:61:C:x
204:   34:79:a:x
205:   34:92:b:x
206:   34:17:c:x
207:   34:82:A:y
208:   34:48:B:x
209:   34:23:C:x
210:   35:57:a:y
211:   35:79:b:x
212:   35:30:c:y
213:   35:80:A:y
214:   35:52:B:x
215:   35:58:C:y
216:   36:47:a:x
217:   36:34:b:y
218:   36:50:c:y
219:   36:40:A:y
220:   36:50:B:y
221:   36:72:C:y
222:   37:94:a:x
223:   37:30:b:y
224:   37:56:c:x
225:   37:32:A:y
226:   37:1:B:x
227:   37:47:C:y
228:   38:19:a:y
229:   38:11:b:x
230:   38:49:c:x
231:   38:52:A:x
232:   38:12:B:x
233:   38:96:C:y
234:   39:4:a:x
235:   39:87:b:x
236:   39:70:c:x
237:   39:1:A:x
238:   39:88:B:y
239:   39:22:C:x
240:   40:33:a:y
241:   40:25:b:x
242:   40:43:c:x
243:   40:87:A:y
244:   40:57:B:y
245:   40:1:C:y
246:   41:88:a:x
247:   41:77:b:x
248:   41:27:c:x
249:   41:14:A:y
250:   41:9:B:y
251:   41:59:C:y
252:   42:95:a:x
253:   42:4:b:x
254:   42:25:c:y
255:   42:28:A:y
256:   42:9:B:y
257:   42:94:C:y
258:   43:82:a:y
259:   43:2:b:x
260:   43:27:c:y
261:   43:44:A:x
262:   43:31:B:y
263:   43:28:C:x
264:   44:55:a:y
265:   44:18:b:y
266:   44:96:c:x
267:   44:93:A:x
268:   44:34:B:y
269:   44:57:C:x
270:   45:51:a:x
271:   45:81:b:y
272:   45:22:c:y
273:   45:48:A:x
274:   45:80:B:x
275:   45:70:C:x
276:   46:93:a:x
277:   46:71:b:x
278:   46:71:c:y
279:   46:93:A:y
280:   46:32:B:x
281:   46:90:C:x
282:   47:72:a:y
283:   47:67:b:y
284:   47:55:c:x
285:   47:11:A:y
286:   47:70:B:x
287:   47:32:C:y
288:   48:71:a:y
289:   48:12:b:x
290:   48:10:c:x
291:   48:51:A:x
292:   48:14:B:y
293:   48:14:C:y
294:   49:10:a:x
295:   49:55:b:y
296:   49:84:c:x
297:   49:90:A:x
298:   49:67:B:x
299:   49:67:C:x
300:   50:5:a:y
301:   50:40:b:y
302:   50:53:c:y
303:   50:84:A:y
304:   50:88:B:x
305:   50:68:C:x
306:   51:29:a:y
307:   51:45:b:y
308:   51:87:c:y
309:   51:93:A:y
310:   51:18:B:x
311:   51:11:C:y
312:   52:27:a:y
313:   52:65:b:y
314:   52:54:c:x
315:   52:44:A:x
316:   52:91:B:y
317:   52:99:C:y
318:   53:44:a:x
319:   53:93:b:x
320:   53:71:c:x
321:   53:32:A:y
322:   53:69:B:y
323:   53:94:C:y
324:   54:85:a:y
325:   54:29:b:x
326:   54:7:c:y
327:   54:76:A:y
328:   54:97:B:y
329:   54:7:C:x
330:   55:49:a:y
331:   55:42:b:x
332:   55:8:c:x
333:   55:66:A:y
334:   55:26:B:y
335:   55:1:C:x
336:   56:64:a:x
337:   56:17:b:y
338:   56:81:c:x
339:   56:85:A:y
340:   56:45:B:y
341:   56:59:C:y
342:   57:67:a:x
343:   57:15:b:x
344:   57:28:c:x
345:   57:7:A:x
346:   57:2:B:y
347:   57:81:C:y
348:   58:69:a:y
349:   58:16:b:y
350:   58:71:c:y
351:   58:38:A:x
352:   58:81:B:x
353:   58:76:C:x
354:   59:13:a:y
355:   59:82:b:x
356:   59:84:c:y
357:   59:71:A:x
358:   59:32:B:x
359:   59:40:C:x
360:   60:68:a:x
361:   60:54:b:y
362:   60:60:c:x
363:   60:0:A:x
364:   60:97:B:y
365:   60:63:C:x
366:   61:64:a:y
367:   61:17:b:y
368:   61:50:c:y
369:   61:24:A:x
370:   61:45:B:x
371:   61:69:C:y
372:   62:60:a:y
373:   62:15:b:y
374:   62:65:c:x
375:   62:39:A:x
376:   62:12:B:x
377:   62:21:C:x
378:   63:87:a:y
379:   63:22:b:y
380:   63:25:c:y
381:   63:86:A:x
382:   63:50:B:y
383:   63:73:C:y
384:   64:64:a:y
385:   64:40:b:y
386:   64:9:c:x
387:   64:61:A:y
388:   64:74:B:x
389:   64:28:C:y
390:   65:78:a:y
391:   65:36:b:y
392:   65:13:c:y
393:   65:68:A:y
394:   65:94:B:x
395:   65:30:C:y
396:   66:79:a:x
397:   66:43:b:x
398:   66:86:c:y
399:   66:48:A:y
400:   66:21:B:y
401:   66:26:C:y
402:   67:55:a:x
403:   67:26:b:x
404:   67:2:c:y
405:   67:70:A:x
406:   67:26:B:x
407:   67:69:C:x
408:   68:21:a:x
409:   68:18:b:y
410:   68:28:c:x
411:   68:51:A:y
412:   68:93:B:x
413:   68:42:C:x
414:   69:51:a:x
415:   69:83:b:y
416:   69:48:c:y
417:   69:13:A:x
418:   69:53:B:x
419:   69:70:C:y
420:   70:75:a:y
421:   70:56:b:y
422:   70:35:c:x
423:   70:39:A:x
424:   70:97:B:y
425:   70:69:C:y
426:   71:11:a:x
427:   71:5:b:y
428:   71:30:c:x
429:   71:93:A:y
430:   71:93:B:x
431:   71:57:C:x
432:   72:56:a:x
433:   72:2:b:y
434:   72:13:c:y
435:   72:21:A:x
436:   72:30:B:x
437:   72:84:C:x
438:   73:96:a:y
439:   73:79:b:y
440:   73:65:c:y
441:   73:54:A:x
442:   73:24:B:y
443:   73:47:C:y
444:   74:95:a:x
445:   74:68:b:y
446:   74:45:c:x
447:   74:44:A:x
448:   74:86:B:y
449:   74:15:C:y
450:   75:86:a:y
451:   75:7:b:x
452:   75:83:c:y
453:   75:26:A:y
454:   75:25:B:y
455:   75:17:C:x
456:   76:82:a:y
457:   76:11:b:x
458:   76:11:c:x
459:   76:8:A:y
460:   76:14:B:x
461:   76:78:C:x
462:   77:12:a:y
463:   77:49:b:x
464:   77:64:c:x
465:   77:17:A:x
466:   77:21:B:y
467:   77:46:C:y
468:   78:79:a:x
469:   78:2:b:y
470:   78:20:c:x
471:   78:60:A:y
472:   78:74:B:y
473:   78:39:C:y
474:   79:23:a:x
475:   79:2:b:x
476:   79:69:c:y
477:   79:56:A:y
478:   79:90:B:y
479:   79:13:C:y
480:   80:17:a:y
481:   80:55:b:y
482:   80:82:c:y
483:   80:38:A:y
484:   80:30:B:x
485:   80:76:C:x
486:   81:15:a:y
487:   81:13:b:y
488:   81:14:c:x
489:   81:6:A:x
490:   81:12:B:y
491:   81:38:C:x
492:   82:7:a:y
493:   82:24:b:x
494:   82:51:c:x
495:   82:6:A:y
496:   82:60:B:y
497:   82:91:C:y
498:   83:37:a:y
499:   83:73:b:y
500:   83:90:c:y
501:   83:61:A:y
502:   83:20:B:y
503:   83:93:C:y
504:   84:59:a:x
505:   84:28:b:y
506:   84:49:c:y
507:   84:8:A:x
508:   84:17:B:x
509:   84:44:C:x
510:   85:97:a:x
511:   85:11:b:x
512:   85:31:c:x
513:   85:98:A:x
514:   85:53:B:x
515:   85:82:C:x
516:   86:80:a:y
517:   86:38:b:y
518:   86:45:c:x
519:   86:4:A:x
520:   86:98:B:x
521:   86:58:C:x
522:   87:39:a:y
523:   87:32:b:y
524:   87:48:c:y
525:   87:39:A:y
526:   87:73:B:y
527:   87:31:C:y
528:   88:71:a:y
529:   88:7:b:x
530:   88:65:c:x
531:   88:90:A:y
532:   88:56:B:x
533:   88:80:C:y
534:   89:30:a:x
535:   89:93:b:x
536:   89:9:c:y
537:   89:92:A:y
538:   89:11:B:x
539:   89:6:C:y
540:   90:48:a:x
541:   90:0:b:y
542:   90:38:c:y
543:   90:22:A:y
544:   90:72:B:x
545:   90:91:C:y
546:   91:48:a:y
547:   91:29:b:y
548:   91:11:c:x
549:   91:95:A:x
550:   91:38:B:x
551:   91:94:C:y
552:   92:23:a:x
553:   92:64:b:x
554:   92:18:c:x
555:   92:63:A:x
556:   92:18:B:x
557:   92:89:C:x
558:   93:66:a:y
559:   93:61:b:y
560:   93:72:c:y
561:   93:74:A:y
562:   93:49:B:y
563:   93:86:C:y
564:   94:37:a:y
565:   94:41:b:x
566:   94:56:c:x
567:   94:91:A:y
568:   94:60:B:y
569:   94:85:C:x
570:   95:37:a:x
571:   95:54:b:y
572:   95:66:c:y
573:   95:34:A:y
574:   95:72:B:x
575:   95:55:C:y
576:   96:21:a:y
577:   96:37:b:x
578:   96:73:c:y
579:   96:88:A:x
580:   96:22:B:y
581:   96:77:C:y
582:   97:19:a:y
583:   97:44:b:y
584:   97:63:c:x
585:   97:54:A:y
586:   97:50:B:x
587:   97:77:C:x
588:   98:27:a:y
589:   98:47:b:x
590:   98:72:c:x
591:   98:95:A:x
592:   98:52:B:y
593:   98:85:C:y
594:   99:69:a:x
595:   99:92:b:x
596:   99:59:c:y
597:   99:97:A:y
598:   99:99:B:y
599:   99:53:C:x
