states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:61:a:x
397:   66:69:b:x
398:   66:64:c:y
399:   66:41:A:x
400:   66:59:B:x
401:   66:37:C:y
402:   67:60:a:x
403:   67:88:b:y
404:   67:73:c:x
405:   67:85:A:x
406:   67:70:B:y
407:   67:4:C:y
408:   68:87:a:x
409:   68:94:b:x
410:   68:5:c:y
411:   68:28:A:y
412:   68:45:B:x
413:   68:65:C:y
414:   69:60:a:x
415:   69:74:b:y
416:   69:81:c:y
417:   69:96:A:x
418:   69:35:B:y
419:   69:97:C:x
420:   70:11:a:x
421:   70:4:b:y
422:   70:87:c:x
423:   70:78:A:y
424:   70:14:B:x
425:   70:93:C:x
426:   71:64:a:y
427:   71:47:b:y
428:   71:16:c:x
429:   71:75:A:x
430:   71:44:B:x
431:   71:50:C:x
432:   72:13:a:x
433:   72:72:b:y
434:   72:19:c:y
435:   72:19:A:x
436:   72:83:B:y
437:   72:46:C:y
438:   73:97:a:y
439:   73:61:b:x
440:   73:4:c:x
441:   73:18:A:x
442:   73:28:B:y
443:   73:16:C:x
444:   74:58:a:y
445:   74:76:b:x
446:   74:24:c:x
447:   74:76:A:y
448:   74:33:B:x
449:   74:26:C:x
450:   75:19:a:x
451:   75:44:b:y
452:   75:33:c:x
453:   75:26:A:x
454:   75:49:B:y
455:   75:31:C:x
456:   76:37:a:x
457:   76:7:b:x
458:   76:17:c:y
459:   76:55:A:x
460:   76:18:B:y
461:   76:64:C:x
462:   77:29:a:y
463:   77:59:b:y
464:   77:46:c:y
465:   77:56:A:x
466:   77:20:B:y
467:   77:13:C:x
468:   78:66:a:x
469:   78:90:b:x
470:   78:41:c:y
471:   78:19:A:x
472:   78:14:B:y
473:   78:95:C:x
474:   79:75:a:y
475:   79:89:b:y
476:   79:41:c:y
477:   79:24:A:x
478:   79:24:B:x
479:   79:93:C:x
480:   80:48:a:x
481:   80:16:b:x
482:   80:99:c:y
483:   80:60:A:y
484:   80:11:B:x
485:   80:32:C:y
486:   81:88:a:x
487:   81:31:b:y
488:   81:42:c:y
489:   81:86:A:y
490:   81:19:B:x
491:   81:12:C:x
492:   82:10:a:x
493:   82:37:b:x
494:   82:46:c:x
495:   82:30:A:x
496:   82:46:B:y
497:   82:99:C:y
498:   83:42:a:y
499:   83:28:b:y
500:   83:90:c:x
501:   83:61:A:y
502:   83:46:B:y
503:   83:30:C:x
504:   84:82:a:y
505:   84:54:b:x
506:   84:38:c:x
507:   84:88:A:y
508:   84:89:B:x
509:   84:48:C:y
510:   85:82:a:x
511:   85:22:b:x
512:   85:59:c:y
513:   85:74:A:y
514:   85:5:B:y
515:   85:22:C:x
516:   86:69:a:x
517:   86:16:b:x
518:   86:10:c:y
519:   86:56:A:y
520:   86:81:B:y
521:   86:25:C:y
522:   87:88:a:y
523:   87:54:b:y
524:   87:38:c:x
525:   87:51:A:x
526:   87:51:B:x
527:   87:69:C:y
528:   88:39:a:x
529:   88:12:b:y
530:   88:96:c:x
531:   88:74:A:x
532:   88:39:B:y
533:   88:93:C:x
534:   89:12:a:y
535:   89:56:b:x
536:   89:48:c:y
537:   89:86:A:y
538:   89:17:B:y
539:   89:39:C:x
540:   90:94:a:x
541:   90:94:b:y
542:   90:54:c:x
543:   90:13:A:y
544:   90:93:B:y
545:   90:90:C:x
546:   91:27:a:y
547:   91:25:b:y
548:   91:64:c:y
549:   91:90:A:y
550:   91:7:B:x
551:   91:50:C:y
552:   92:12:a:y
553:   92:61:b:y
554:   92:51:c:y
555:   92:90:A:x
556:   92:18:B:y
557:   92:51:C:x
558:   93:20:a:x
559:   93:50:b:y
560:   93:69:c:y
561:   93:5:A:x
562:   93:55:B:y
563:   93:69:C:y
564:   94:86:a:y
565:   94:5:b:x
566:   94:75:c:y
567:   94:49:A:x
568:   94:93:B:x
569:   94:7:C:y
570:   95:18:a:x
571:   95:95:b:y
572:   95:74:c:x
573:   95:82:A:y
574:   95:3:B:x
575:   95:27:C:x
576:   96:55:a:x
577:   96:49:b:y
578:   96:59:c:x
579:   96:32:A:y
580:   96:54:B:x
581:   96:11:C:y
582:   97:7:a:x
583:   97:58:b:x
584:   97:39:c:x
585:   97:5:A:x
586:   97:3:B:y
587:   97:27:C:y
588:   98:39:a:x
589:   98:54:b:y
590:   98:82:c:x
591:   98:58:A:y
592:   98:86:B:x
593:   98:11:C:x
594:   99:70:a:y
595:   99:70:b:x
596:   99:70:c:x
597:   99:70:A:x
598:   99:58:B:y
599:   99:58:C:x
