states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:82:a:y
288:   48:67:a:x
289:   48:79:b:y
290:   48:67:c:y
291:   48:32:A:x
292:   48:47:B:y
293:   48:26:C:x
294:   49:29:a:y
295:   49:74:b:x
296:   49:74:c:y
297:   49:29:A:y
298:   49:47:B:x
299:   49:11:C:x
300:   50:71:a:y
301:   50:50:b:y
302:   50:40:c:y
303:   50:74:A:y
304:   50:37:B:y
305:   50:72:C:x
306:   51:5:a:y
307:   51:21:b:y
308:   51:48:c:x
309:   51:69:A:y
310:   51:37:B:y
311:   51:42:C:x
312:   52:56:a:x
313:   52:71:b:x
314:   52:28:c:y
315:   52:31:A:y
316:   52:43:B:y
317:   52:10:C:x
318:   53:23:a:x
319:   53:77:b:y
320:   53:16:c:y
321:   53:25:A:x
322:   53:59:B:y
323:   53:81:C:x
324:   54:0:a:y
325:   54:18:b:x
326:   54:58:c:x
327:   54:11:A:x
328:   54:94:B:y
329:   54:41:C:x
330:   55:87:a:y
331:   55:43:b:x
332:   55:22:c:x
333:   55:70:A:y
334:   55:9:B:x
335:   55:50:C:y
336:   56:34:a:y
337:   56:43:b:x
338:   56:40:c:x
339:   56:26:A:y
340:   56:88:B:x
341:   56:66:C:y
342:   57:5:a:x
343:   57:50:b:x
344:   57:69:c:x
345:   57:59:A:x
346:   57:71:B:x
347:   57:1:C:x
348:   58:66:a:y
349:   58:46:b:x
350:   58:71:c:x
351:   58:41:A:y
352:   58:30:B:y
353:   58:6:C:x
354:   59:5:a:y
355:   59:33:b:x
356:   59:8:c:y
357:   59:50:A:y
358:   59:34:B:x
359:   59:44:C:x
360:   60:68:a:x
361:   60:67:b:y
362:   60:43:c:y
363:   60:57:A:y
364:   60:1:B:y
365:   60:65:C:y
366:   61:4:a:x
367:   61:38:b:y
368:   61:93:c:y
369:   61:94:A:x
370:   61:46:B:y
371:   61:20:C:y
372:   62:45:a:x
373:   62:96:b:y
374:   62:81:c:x
375:   62:1:A:x
376:   62:46:B:y
377:   62:99:C:y
378:   63:50:a:y
379:   63:19:b:x
380:   63:47:c:y
381:   63:59:A:x
382:   63:72:B:y
383:   63:67:C:y
384:   64:30:a:x
385:   64:37:b:y
386:   64:32:c:x
387:   64:10:A:y
388:   64:31:B:y
389:   64:28:C:y
390:   65:84:a:x
391:   65:45:b:x
392:   65:52:c:x
393:   65:37:A:x
394:   65:69:B:y
395:   65:11:C:x
396:   66:4:a:y
397:   66:91:b:x
398:   66:62:c:x
399:   66:93:A:x
400:   66:44:B:y
401:   66:37:C:x
402:   67:78:a:x
403:   67:69:b:x
404:   67:40:c:x
405:   67:43:A:x
406:   67:3:B:y
407:   67:28:C:x
408:   68:53:a:x
409:   68:33:b:y
410:   68:99:c:x
411:   68:27:A:x
412:   68:14:B:y
413:   68:5:C:x
414:   69:10:a:y
415:   69:83:b:y
416:   69:53:c:y
417:   69:7:A:y
418:   69:35:B:x
419:   69:48:C:y
420:   70:2:a:y
421:   70:72:b:x
422:   70:70:c:x
423:   70:42:A:y
424:   70:23:B:y
425:   70:84:C:y
426:   71:19:a:y
427:   71:65:b:y
428:   71:67:c:x
429:   71:51:A:y
430:   71:22:B:x
431:   71:68:C:y
432:   72:50:a:y
433:   72:56:b:x
434:   72:79:c:x
435:   72:29:A:x
436:   72:50:B:y
437:   72:5:C:x
438:   73:70:a:x
439:   73:45:b:y
440:   73:40:c:y
441:   73:1:A:y
442:   73:50:B:y
443:   73:23:C:y
444:   74:86:a:y
445:   74:22:b:x
446:   74:34:c:y
447:   74:33:A:x
448:   74:75:B:y
449:   74:14:C:x
450:   75:12:a:y
451:   75:82:b:y
452:   75:55:c:y
453:   75:60:A:x
454:   75:4:B:x
455:   75:59:C:x
456:   76:9:a:y
457:   76:48:b:x
458:   76:38:c:x
459:   76:19:A:x
460:   76:61:B:y
461:   76:65:C:x
462:   77:66:a:x
463:   77:26:b:x
464:   77:1:c:x
465:   77:35:A:y
466:   77:15:B:x
467:   77:85:C:x
468:   78:96:a:y
469:   78:59:b:x
470:   78:22:c:y
471:   78:11:A:x
472:   78:9:B:y
473:   78:89:C:x
474:   79:38:a:x
475:   79:3:b:y
476:   79:61:c:x
477:   79:71:A:x
478:   79:84:B:x
479:   79:80:C:y
480:   80:2:a:x
481:   80:16:b:x
482:   80:43:c:x
483:   80:55:A:y
484:   80:40:B:x
485:   80:32:C:x
486:   81:38:a:y
487:   81:45:b:x
488:   81:31:c:x
489:   81:30:A:x
490:   81:32:B:x
491:   81:70:C:x
492:   82:62:a:x
493:   82:41:b:x
494:   82:70:c:x
495:   82:21:A:y
496:   82:26:B:y
497:   82:9:C:x
498:   83:49:a:y
499:   83:42:b:x
500:   83:36:c:x
501:   83:55:A:y
502:   83:66:B:y
503:   83:40:C:x
504:   84:31:a:y
505:   84:23:b:x
506:   84:50:c:y
507:   84:50:A:x
508:   84:18:B:x
509:   84:50:C:y
510:   85:52:a:y
511:   85:2:b:y
512:   85:18:c:x
513:   85:69:A:y
514:   85:75:B:y
515:   85:50:C:y
516:   86:59:a:x
517:   86:49:b:x
518:   86:56:c:y
519:   86:90:A:x
520:   86:65:B:y
521:   86:64:C:y
522:   87:58:a:x
523:   87:50:b:x
524:   87:96:c:x
525:   87:44:A:x
526:   87:95:B:x
527:   87:62:C:x
528:   88:29:a:y
529:   88:30:b:y
530:   88:80:c:y
531:   88:29:A:y
532:   88:54:B:y
533:   88:49:C:x
534:   89:82:a:x
535:   89:19:b:y
536:   89:68:c:x
537:   89:50:A:x
538:   89:94:B:x
539:   89:47:C:y
540:   90:77:a:x
541:   90:94:b:y
542:   90:24:c:y
543:   90:14:A:x
544:   90:38:B:y
545:   90:50:C:y
546:   91:19:a:x
547:   91:39:b:x
548:   91:56:c:y
549:   91:14:A:x
550:   91:72:B:x
551:   91:50:C:x
552:   92:13:a:y
553:   92:66:b:y
554:   92:67:c:y
555:   92:18:A:y
556:   92:57:B:x
557:   92:41:C:y
558:   93:92:a:x
559:   93:31:b:y
560:   93:65:c:x
561:   93:72:A:x
562:   93:80:B:x
563:   93:12:C:x
564:   94:83:a:x
565:   94:64:b:x
566:   94:50:c:y
567:   94:12:A:y
568:   94:29:B:y
569:   94:1:C:y
570:   95:64:a:x
571:   95:43:b:y
572:   95:54:c:x
573:   95:33:A:y
574:   95:18:B:y
575:   95:33:C:x
576:   96:85:a:x
577:   96:35:b:x
578:   96:31:c:y
579:   96:50:A:y
580:   96:8:B:x
581:   96:3:C:x
582:   97:46:a:y
583:   97:37:b:x
584:   97:27:c:x
585:   97:50:A:y
586:   97:29:B:y
587:   97:20:C:x
588:   98:20:a:x
589:   98:42:b:x
590:   98:62:c:y
591:   98:59:A:y
592:   98:77:B:y
593:   98:43:C:y
594:   99:72:a:y
595:   99:51:b:x
596:   99:22:c:x
597:   99:69:A:x
598:   99:4:B:y
599:   99:81:C:y
