states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:27:a:x
89:    14:27:C:x
90:    15:85:a:x
91:    15:86:b:x
92:    15:74:c:y
93:    15:49:A:y
94:    15:34:B:x
95:    15:85:C:y
96:    16:90:a:y
97:    16:57:b:x
98:    16:53:c:y
99:    16:26:A:x
100:   16:62:B:x
101:   16:71:C:y
102:   17:32:a:y
103:   17:1:b:y
104:   17:20:c:y
105:   17:72:A:y
106:   17:28:B:x
107:   17:6:C:y
108:   18:52:a:x
109:   18:22:b:y
110:   18:91:c:x
111:   18:85:A:x
112:   18:87:B:y
113:   18:22:C:x
114:   19:26:a:y
115:   19:50:b:x
116:   19:52:c:x
117:   19:20:A:x
118:   19:65:B:x
119:   19:39:C:y
120:   20:77:a:x
121:   20:28:b:x
122:   20:66:c:x
123:   20:13:A:x
124:   20:58:B:y
125:   20:48:C:x
126:   21:0:a:y
127:   21:34:b:y
128:   21:77:c:y
129:   21:50:A:x
130:   21:68:B:y
131:   21:69:C:y
132:   22:13:a:y
133:   22:57:b:x
134:   22:36:c:x
135:   22:10:A:y
136:   22:96:B:x
137:   22:16:C:x
138:   23:97:a:y
139:   23:37:b:y
140:   23:33:c:y
141:   23:59:A:x
142:   23:99:B:y
143:   23:70:C:y
144:   24:9:a:x
145:   24:40:b:y
146:   24:89:c:x
147:   24:31:A:x
148:   24:42:B:y
149:   24:61:C:y
150:   25:92:a:y
151:   25:11:b:x
152:   25:12:c:y
153:   25:2:A:x
154:   25:76:B:y
155:   25:79:C:x
156:   26:11:a:x
157:   26:61:b:x
158:   26:9:c:x
159:   26:43:A:y
160:   26:88:B:y
161:   26:10:C:y
162:   27:40:a:y
163:   27:78:b:y
164:   27:47:c:x
165:   27:45:A:x
166:   27:14:B:y
167:   27:14:C:y
168:   28:25:a:y
169:   28:21:b:x
170:   28:32:c:x
171:   28:92:A:x
172:   28:47:B:x
173:   28:64:C:y
174:   29:67:a:y
175:   29:67:b:y
176:   29:73:c:x
177:   29:55:A:y
178:   29:68:B:x
179:   29:64:C:y
180:   30:10:a:x
181:   30:36:b:x
182:   30:68:c:y
183:   30:25:A:y
184:   30:19:B:y
185:   30:71:C:x
186:   31:8:a:y
187:   31:0:b:y
188:   31:39:c:x
189:   31:69:A:x
190:   31:32:B:y
191:   31:48:C:y
192:   32:8:a:x
193:   32:41:b:x
194:   32:95:c:x
195:   32:64:A:x
196:   32:37:B:y
197:   32:59:C:x
198:   33:3:a:y
199:   33:49:b:x
200:   33:2:c:y
201:   33:63:A:y
202:   33:21:B:y
203:   33:4:C:y
204:   34:73:a:y
205:   34:84:b:x
206:   34:87:c:x
207:   34:42:A:x
208:   34:69:B:x
209:   34:30:C:y
210:   35:42:a:x
211:   35:98:b:x
212:   35:16:c:y
213:   35:97:A:y
214:   35:13:B:y
215:   35:4:C:x
216:   36:65:a:y
217:   36:80:b:x
218:   36:29:c:x
219:   36:62:A:x
220:   36:9:B:x
221:   36:61:C:y
222:   37:0:a:y
223:   37:39:b:y
224:   37:43:c:x
225:   37:93:A:x
226:   37:20:B:x
227:   37:95:C:x
228:   38:58:a:x
229:   38:70:b:x
230:   38:33:c:y
231:   38:84:A:y
232:   38:82:B:y
233:   38:8:C:y
234:   39:81:a:y
235:   39:82:b:x
236:   39:31:c:x
237:   39:80:A:y
238:   39:76:B:y
239:   39:33:C:y
240:   40:83:a:y
241:   40:84:b:x
242:   40:60:c:y
243:   40:44:A:y
244:   40:77:B:y
245:   40:6:C:x
246:   41:51:a:x
247:   41:98:b:y
248:   41:31:c:x
249:   41:4:A:y
250:   41:80:B:x
251:   41:79:C:x
252:   42:76:a:y
253:   42:35:b:y
254:   42:98:c:x
255:   42:88:A:x
256:   42:38:B:y
257:   42:89:C:y
258:   43:74:a:x
259:   43:54:b:x
260:   43:41:c:x
261:   43:36:A:x
262:   43:72:B:x
263:   43:72:C:y
264:   44:88:a:x
265:   44:75:b:y
266:   44:56:c:x
267:   44:35:A:y
268:   44:93:B:y
269:   44:16:C:x
270:   45:74:a:x
271:   45:1:b:x
272:   45:51:c:y
273:   45:54:A:y
274:   45:23:B:x
275:   45:17:C:x
276:   46:79:a:x
277:   46:17:b:y
278:   46:75:c:x
279:   46:47:A:y
280:   46:19:B:x
281:   46:24:C:y
282:   47:38:a:x
283:   47:35:b:x
284:   47:55:c:x
285:   47:19:A:y
286:   47:90:B:y
287:   47:24:C:y
288:   48:17:a:x
289:   48:62:b:x
290:   48:90:c:x
291:   48:18:A:y
292:   48:56:B:y
293:   48:46:C:y
294:   49:48:a:x
295:   49:24:b:x
296:   49:75:c:y
297:   49:18:A:x
298:   49:6:B:y
299:   49:44:C:x
300:   50:28:a:y
301:   50:82:b:x
302:   50:50:c:y
303:   50:51:A:x
304:   50:32:B:y
305:   50:64:C:y
306:   51:30:a:y
307:   51:64:b:x
308:   51:57:c:x
309:   51:29:A:x
310:   51:52:B:x
311:   51:49:C:x
312:   52:35:a:x
313:   52:37:b:y
314:   52:54:c:x
315:   52:60:A:x
316:   52:64:B:y
317:   52:50:C:x
318:   53:35:a:y
319:   53:23:b:x
320:   53:74:c:y
321:   53:44:A:x
322:   53:19:B:x
323:   53:57:C:y
324:   54:86:a:y
325:   54:55:b:x
326:   54:57:c:x
327:   54:50:A:x
328:   54:46:B:x
329:   54:17:C:y
330:   55:87:a:y
331:   55:47:b:x
332:   55:37:c:y
333:   55:7:A:x
334:   55:50:B:y
335:   55:98:C:y
336:   56:25:a:y
337:   56:77:b:y
338:   56:60:c:y
339:   56:63:A:y
340:   56:16:B:x
341:   56:55:C:y
342:   57:52:a:y
343:   57:44:b:y
344:   57:52:c:x
345:   57:74:A:y
346:   57:49:B:y
347:   57:66:C:y
348:   58:85:a:y
349:   58:93:b:y
350:   58:85:c:y
351:   58:30:A:x
352:   58:38:B:x
353:   58:49:C:x
354:   59:13:a:x
355:   59:18:b:x
356:   59:29:c:y
357:   59:44:A:x
358:   59:59:B:x
359:   59:83:C:x
360:   60:95:a:y
361:   60:95:b:y
362:   60:62:c:y
363:   60:16:A:y
364:   60:19:B:y
365:   60:55:C:y
366:   61:16:a:x
367:   61:4:b:x
368:   61:48:c:y
369:   61:41:A:y
370:   61:47:B:y
371:   61:27:C:y
372:   62:49:a:x
373:   62:45:b:x
374:   62:57:c:y
375:   62:77:A:x
376:   62:44:B:x
377:   62:92:C:x
378:   63:50:a:x
379:   63:20:b:x
380:   63:85:c:y
381:   63:40:A:y
382:   63:24:B:y
383:   63:49:C:x
384:   64:16:a:y
385:   64:22:b:x
386:   64:74:c:x
387:   64:17:A:x
388:   64:14:B:y
389:   64:7:C:x
390:   65:50:a:y
391:   65:62:b:y
392:   65:40:c:y
393:   65:32:A:x
394:   65:31:B:x
395:   65:22:C:y
396:   66:30:a:x
397:   66:37:b:x
398:   66:21:c:x
399:   66:73:A:x
400:   66:93:B:y
401:   66:59:C:y
402:   67:66:a:x
403:   67:64:b:y
404:   67:27:c:x
405:   67:54:A:y
406:   67:61:B:y
407:   67:57:C:y
408:   68:0:a:y
409:   68:33:b:x
410:   68:51:c:y
411:   68:98:A:y
412:   68:33:B:y
413:   68:96:C:x
414:   69:14:a:y
415:   69:8:b:x
416:   69:11:c:y
417:   69:72:A:x
418:   69:81:B:x
419:   69:3:C:y
420:   70:13:a:x
421:   70:70:b:y
422:   70:36:c:y
423:   70:39:A:y
424:   70:19:B:x
425:   70:57:C:x
426:   71:48:a:y
427:   71:72:b:y
428:   71:15:c:x
429:   71:29:A:x
430:   71:42:B:x
431:   71:64:C:y
432:   72:65:a:y
433:   72:46:b:y
434:   72:19:c:y
435:   72:91:A:y
436:   72:12:B:x
437:   72:65:C:x
438:   73:51:a:x
439:   73:60:b:x
440:   73:9:c:x
441:   73:60:A:x
442:   73:47:B:y
443:   73:59:C:x
444:   74:49:a:x
445:   74:23:b:x
446:   74:55:c:x
447:   74:20:A:x
448:   74:41:B:y
449:   74:55:C:x
450:   75:67:a:y
451:   75:73:b:y
452:   75:40:c:y
453:   75:64:A:y
454:   75:65:B:y
455:   75:77:C:y
456:   76:1:a:y
457:   76:57:b:y
458:   76:60:c:x
459:   76:51:A:x
460:   76:57:B:x
461:   76:13:C:y
462:   77:89:a:x
463:   77:63:b:y
464:   77:76:c:y
465:   77:46:A:x
466:   77:13:B:x
467:   77:77:C:y
468:   78:86:a:y
469:   78:67:b:y
470:   78:66:c:x
471:   78:28:A:x
472:   78:43:B:y
473:   78:19:C:x
474:   79:66:a:x
475:   79:51:b:x
476:   79:94:c:y
477:   79:45:A:y
478:   79:45:B:y
479:   79:16:C:x
480:   80:80:a:x
481:   80:48:b:x
482:   80:52:c:y
483:   80:6:A:y
484:   80:76:B:x
485:   80:47:C:y
486:   81:50:a:y
487:   81:50:b:x
488:   81:91:c:x
489:   81:4:A:y
490:   81:68:B:y
491:   81:21:C:x
492:   82:52:a:y
493:   82:33:b:x
494:   82:72:c:x
495:   82:87:A:x
496:   82:11:B:x
497:   82:50:C:x
498:   83:45:a:y
499:   83:42:b:x
500:   83:18:c:y
501:   83:26:A:y
502:   83:34:B:x
503:   83:67:C:y
504:   84:15:a:x
505:   84:33:b:y
506:   84:12:c:x
507:   84:87:A:y
508:   84:70:B:x
509:   84:9:C:y
510:   85:62:a:x
511:   85:40:b:x
512:   85:10:c:y
513:   85:54:A:y
514:   85:62:B:y
515:   85:50:C:x
516:   86:43:a:y
517:   86:17:b:x
518:   86:71:c:x
519:   86:6:A:y
520:   86:89:B:x
521:   86:73:C:x
522:   87:11:a:x
523:   87:45:b:y
524:   87:35:c:y
525:   87:42:A:x
526:   87:12:B:x
527:   87:7:C:x
528:   88:74:a:x
529:   88:18:b:x
530:   88:56:c:y
531:   88:50:A:x
532:   88:61:B:y
533:   88:13:C:y
534:   89:42:a:x
535:   89:60:b:y
536:   89:0:c:y
537:   89:20:A:x
538:   89:55:B:y
539:   89:34:C:x
540:   90:50:a:x
541:   90:41:b:x
542:   90:46:c:y
543:   90:55:A:y
544:   90:61:B:x
545:   90:58:C:y
546:   91:75:a:y
547:   91:11:b:x
548:   91:1:c:y
549:   91:41:A:x
550:   91:55:B:y
551:   91:38:C:x
552:   92:23:a:x
553:   92:71:b:y
554:   92:27:c:x
555:   92:60:A:x
556:   92:34:B:y
557:   92:85:C:x
558:   93:39:a:x
559:   93:32:b:x
560:   93:68:c:y
561:   93:69:A:x
562:   93:88:B:x
563:   93:2:C:y
564:   94:83:a:x
565:   94:55:b:x
566:   94:16:c:x
567:   94:74:A:x
568:   94:90:B:x
569:   94:9:C:y
570:   95:73:a:x
571:   95:52:b:y
572:   95:74:c:y
573:   95:16:A:x
574:   95:50:B:y
575:   95:29:C:x
576:   96:35:a:y
577:   96:53:b:y
578:   96:81:c:x
579:   96:73:A:x
580:   96:57:B:y
581:   96:59:C:y
582:   97:55:a:y
583:   97:61:b:x
584:   97:84:c:x
585:   97:23:A:x
586:   97:34:B:y
587:   97:58:C:y
588:   98:16:a:y
589:   98:21:b:x
590:   98:37:c:y
591:   98:32:A:x
592:   98:5:B:y
593:   98:82:C:x
594:   99:84:a:y
595:   99:3:b:x
596:   99:30:c:x
597:   99:14:A:x
598:   99:27:B:y
599:   99:22:C:x
