states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:41:a:y
324:   64:51:a:x
325:   65:35:C:x
326:   65:99:a:x
327:   65:67:A:y
328:   65:68:b:x
329:   65:78:B:x
330:   66:60:b:y
331:   66:47:C:x
332:   66:71:A:y
333:   66:10:B:x
334:   66:21:a:x
335:   67:13:a:y
336:   67:61:b:x
337:   67:53:A:x
338:   67:99:C:y
339:   67:73:B:y
340:   68:76:A:y
341:   68:63:B:y
342:   68:50:C:y
343:   68:85:a:y
344:   68:19:c:x
345:   69:20:A:x
346:   69:85:C:x
347:   69:74:b:y
348:   69:39:c:y
349:   69:95:a:x
350:   70:65:B:x
351:   70:88:A:y
352:   70:75:a:x
353:   70:74:b:y
354:   70:95:C:x
355:   71:7:C:y
356:   71:51:A:x
357:   71:98:B:y
358:   71:64:a:y
359:   71:81:c:x
360:   72:99:a:y
361:   72:44:b:x
362:   72:29:A:x
363:   72:21:c:y
364:   72:2:B:x
365:   73:63:C:y
366:   73:53:B:y
367:   73:80:c:y
368:   73:84:b:x
369:   73:36:a:y
370:   74:37:B:x
371:   74:19:c:y
372:   74:10:A:x
373:   74:42:b:y
374:   74:18:a:y
375:   75:99:C:x
376:   75:71:c:x
377:   75:21:A:y
378:   75:40:a:y
379:   75:83:b:y
380:   76:66:b:y
381:   76:88:c:x
382:   76:32:a:x
383:   76:1:C:x
384:   76:56:B:x
385:   77:9:a:y
386:   77:34:B:x
387:   77:0:b:x
388:   77:14:C:y
389:   77:15:A:x
390:   78:17:C:x
391:   78:77:A:y
392:   78:60:c:y
393:   78:99:a:y
394:   78:76:B:x
395:   79:42:A:x
396:   79:58:C:y
397:   79:99:B:y
398:   79:18:a:x
399:   79:48:c:y
400:   80:57:c:x
401:   80:99:C:y
402:   80:99:b:y
403:   80:7:A:y
404:   80:66:a:x
405:   81:55:b:x
406:   81:47:C:y
407:   81:76:a:y
408:   81:67:c:x
409:   81:55:B:y
410:   82:42:A:y
411:   82:63:b:y
412:   82:77:C:y
413:   82:55:a:x
414:   82:61:c:x
415:   83:99:C:y
416:   83:78:B:y
417:   83:76:a:y
418:   83:20:b:x
419:   83:6:A:y
420:   84:61:b:y
421:   84:6:B:y
422:   84:99:a:y
423:   84:65:c:y
424:   84:14:A:x
425:   85:35:b:x
426:   85:81:a:x
427:   85:39:c:x
428:   85:83:A:x
429:   85:26:C:x
430:   86:20:c:x
431:   86:99:a:y
432:   86:79:A:y
433:   86:42:B:y
434:   86:45:C:y
435:   87:44:B:y
436:   87:65:b:x
437:   87:40:c:x
438:   87:81:C:x
439:   87:47:a:x
440:   88:62:c:y
441:   88:87:b:y
442:   88:64:a:x
443:   88:44:A:x
444:   88:83:C:y
445:   89:55:B:y
446:   89:6:C:y
447:   89:10:b:y
448:   89:5:a:y
449:   89:67:c:x
450:   90:78:c:x
451:   90:58:a:x
452:   90:2:B:y
453:   90:57:C:y
454:   90:76:A:y
455:   91:41:B:x
456:   91:91:b:x
457:   91:16:C:x
458:   91:25:c:x
459:   91:62:A:y
460:   92:79:a:x
461:   92:62:b:y
462:   92:34:B:y
463:   92:99:A:x
464:   92:47:c:x
465:   93:42:b:y
466:   93:44:a:x
467:   93:56:B:y
468:   93:82:c:y
469:   93:99:A:y
470:   94:3:B:x
471:   94:12:c:y
472:   94:57:A:y
473:   94:97:b:y
474:   94:32:a:y
475:   95:61:B:x
476:   95:28:C:y
477:   95:99:b:y
478:   95:40:c:x
479:   95:33:a:x
480:   96:58:a:x
481:   96:9:c:x
482:   96:55:A:y
483:   96:66:B:y
484:   96:86:C:y
485:   97:38:b:y
486:   97:44:a:x
487:   97:48:B:y
488:   97:18:C:y
489:   97:70:A:x
490:   98:49:A:x
491:   98:93:B:x
492:   98:33:C:y
493:   98:63:c:x
494:   98:6:b:y
495:   99:1:c:x
496:   99:51:C:y
497:   99:22:A:x
498:   99:28:B:x
499:   99:20:a:x
