states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:63:a:x
267:   44:30:A:y
268:   44:77:B:x
269:   44:47:C:x
270:   45:76:a:y
271:   45:4:b:y
272:   45:83:c:y
273:   45:12:A:x
274:   45:85:B:y
275:   45:67:C:x
276:   46:5:a:x
277:   46:82:b:x
278:   46:17:c:x
279:   46:87:A:y
280:   46:83:B:x
281:   46:79:C:y
282:   47:92:a:x
283:   47:1:b:y
284:   47:15:c:y
285:   47:5:A:x
286:   47:5:B:y
287:   47:8:C:x
288:   48:91:a:x
289:   48:0:b:y
290:   48:0:c:y
291:   48:67:A:x
292:   48:60:B:y
293:   48:11:C:x
294:   49:2:a:x
295:   49:17:b:x
296:   49:82:c:x
297:   49:14:A:x
298:   49:59:B:x
299:   49:59:C:x
300:   50:18:a:y
301:   50:31:b:x
302:   50:29:c:y
303:   50:98:A:x
304:   50:34:B:x
305:   50:7:C:y
306:   51:22:a:x
307:   51:89:b:x
308:   51:31:c:x
309:   51:76:A:y
310:   51:66:B:x
311:   51:56:C:x
312:   52:10:a:y
313:   52:24:b:y
314:   52:60:c:y
315:   52:76:A:y
316:   52:39:B:x
317:   52:54:C:x
318:   53:44:a:y
319:   53:89:b:x
320:   53:94:c:y
321:   53:15:A:y
322:   53:31:B:x
323:   53:34:C:x
324:   54:15:a:x
325:   54:92:b:x
326:   54:40:c:y
327:   54:81:A:y
328:   54:61:B:x
329:   54:4:C:y
330:   55:50:a:y
331:   55:2:b:x
332:   55:96:c:y
333:   55:35:A:x
334:   55:39:B:y
335:   55:20:C:x
336:   56:81:a:y
337:   56:48:b:y
338:   56:45:c:y
339:   56:52:A:y
340:   56:46:B:y
341:   56:57:C:x
342:   57:84:a:x
343:   57:91:b:x
344:   57:27:c:y
345:   57:87:A:y
346:   57:31:B:x
347:   57:49:C:y
348:   58:38:a:y
349:   58:48:b:y
350:   58:27:c:y
351:   58:97:A:x
352:   58:12:B:y
353:   58:70:C:y
354:   59:34:a:y
355:   59:60:b:y
356:   59:1:c:y
357:   59:26:A:y
358:   59:84:B:x
359:   59:91:C:x
360:   60:94:a:x
361:   60:77:b:y
362:   60:88:c:x
363:   60:95:A:x
364:   60:59:B:y
365:   60:23:C:x
366:   61:58:a:x
367:   61:44:b:y
368:   61:10:c:y
369:   61:18:A:x
370:   61:12:B:y
371:   61:22:C:y
372:   62:2:a:y
373:   62:8:b:y
374:   62:81:c:x
375:   62:90:A:y
376:   62:95:B:y
377:   62:22:C:x
378:   63:3:a:y
379:   63:90:b:x
380:   63:70:c:x
381:   63:84:A:y
382:   63:46:B:y
383:   63:31:C:y
384:   64:46:a:y
385:   64:75:b:x
386:   64:32:c:y
387:   64:16:A:y
388:   64:25:B:x
389:   64:88:C:y
390:   65:52:a:y
391:   65:77:b:y
392:   65:10:c:y
393:   65:40:A:y
394:   65:29:B:x
395:   65:77:C:x
396:   66:94:a:x
397:   66:79:b:x
398:   66:47:c:x
399:   66:47:A:y
400:   66:78:B:y
401:   66:5:C:x
402:   67:65:a:y
403:   67:15:b:x
404:   67:32:c:y
405:   67:57:A:y
406:   67:68:B:x
407:   67:80:C:y
408:   68:73:a:x
409:   68:33:b:y
410:   68:44:c:x
411:   68:10:A:x
412:   68:69:B:y
413:   68:27:C:x
414:   69:69:a:x
415:   69:24:b:x
416:   69:63:c:y
417:   69:91:A:x
418:   69:83:B:x
419:   69:53:C:x
420:   70:83:a:y
421:   70:23:b:x
422:   70:84:c:x
423:   70:50:A:y
424:   70:42:B:x
425:   70:71:C:y
426:   71:8:a:y
427:   71:5:b:y
428:   71:26:c:x
429:   71:77:A:x
430:   71:35:B:y
431:   71:87:C:x
432:   72:51:a:y
433:   72:1:b:y
434:   72:79:c:y
435:   72:78:A:x
436:   72:87:B:y
437:   72:62:C:x
438:   73:51:a:x
439:   73:28:b:y
440:   73:48:c:x
441:   73:13:A:y
442:   73:71:B:y
443:   73:63:C:y
444:   74:80:a:y
445:   74:55:b:x
446:   74:25:c:y
447:   74:61:A:x
448:   74:8:B:x
449:   74:9:C:y
450:   75:89:a:x
451:   75:86:b:x
452:   75:51:c:y
453:   75:55:A:x
454:   75:99:B:x
455:   75:49:C:y
456:   76:60:a:y
457:   76:14:b:y
458:   76:17:c:y
459:   76:75:A:y
460:   76:58:B:x
461:   76:69:C:x
462:   77:39:a:y
463:   77:4:b:x
464:   77:97:c:x
465:   77:77:A:x
466:   77:81:B:x
467:   77:35:C:y
468:   78:60:a:y
469:   78:32:b:y
470:   78:24:c:x
471:   78:91:A:y
472:   78:45:B:y
473:   78:67:C:x
474:   79:74:a:y
475:   79:48:b:x
476:   79:55:c:y
477:   79:45:A:y
478:   79:14:B:y
479:   79:21:C:x
480:   80:0:a:y
481:   80:38:b:x
482:   80:54:c:y
483:   80:99:A:x
484:   80:48:B:x
485:   80:62:C:y
486:   81:17:a:x
487:   81:40:b:y
488:   81:81:c:x
489:   81:63:A:y
490:   81:29:B:y
491:   81:93:C:y
492:   82:95:a:y
493:   82:92:b:y
494:   82:65:c:y
495:   82:95:A:y
496:   82:60:B:x
497:   82:53:C:y
498:   83:84:a:x
499:   83:21:b:y
500:   83:70:c:x
501:   83:64:A:y
502:   83:87:B:x
503:   83:82:C:y
504:   84:87:a:y
505:   84:43:b:y
506:   84:44:c:x
507:   84:23:A:x
508:   84:77:B:x
509:   84:20:C:x
510:   85:25:a:x
511:   85:22:b:y
512:   85:24:c:y
513:   85:62:A:y
514:   85:82:B:x
515:   85:2:C:x
516:   86:91:a:x
517:   86:74:b:y
518:   86:92:c:x
519:   86:5:A:x
520:   86:53:B:y
521:   86:97:C:y
522:   87:21:a:x
523:   87:93:b:x
524:   87:27:c:x
525:   87:50:A:x
526:   87:74:B:x
527:   87:27:C:y
528:   88:1:a:y
529:   88:86:b:y
530:   88:92:c:y
531:   88:76:A:y
532:   88:65:B:x
533:   88:14:C:y
534:   89:99:a:y
535:   89:86:b:x
536:   89:2:c:y
537:   89:63:A:y
538:   89:60:B:y
539:   89:7:C:x
540:   90:23:a:x
541:   90:75:b:y
542:   90:47:c:y
543:   90:47:A:x
544:   90:41:B:y
545:   90:56:C:y
546:   91:57:a:x
547:   91:11:b:x
548:   91:54:c:x
549:   91:75:A:x
550:   91:30:B:y
551:   91:12:C:y
552:   92:52:a:x
553:   92:22:b:x
554:   92:56:c:x
555:   92:48:A:y
556:   92:25:B:y
557:   92:38:C:x
558:   93:13:a:x
559:   93:12:b:y
560:   93:58:c:x
561:   93:51:A:y
562:   93:66:B:x
563:   93:81:C:x
564:   94:43:a:y
565:   94:60:b:y
566:   94:68:c:x
567:   94:66:A:y
568:   94:70:B:y
569:   94:17:C:y
570:   95:24:a:x
571:   95:84:b:y
572:   95:1:c:x
573:   95:1:A:x
574:   95:16:B:x
575:   95:22:C:x
576:   96:2:a:y
577:   96:31:b:x
578:   96:43:c:y
579:   96:90:A:y
580:   96:72:B:x
581:   96:93:C:x
582:   97:4:a:y
583:   97:37:b:y
584:   97:52:c:y
585:   97:12:A:y
586:   97:80:B:x
587:   97:12:C:x
588:   98:25:a:y
589:   98:85:b:y
590:   98:44:c:x
591:   98:26:A:x
592:   98:80:B:x
593:   98:71:C:x
594:   99:71:a:y
595:   99:19:b:y
596:   99:15:c:y
597:   99:80:A:y
598:   99:11:B:x
599:   99:85:C:y
