states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:9:a:y
201:   33:51:A:y
202:   33:64:B:y
203:   33:14:C:x
204:   34:79:a:x
205:   34:42:b:x
206:   34:79:c:x
207:   34:93:A:x
208:   34:62:B:x
209:   34:90:C:y
210:   35:35:a:x
211:   35:35:b:y
212:   35:82:c:x
213:   35:70:A:x
214:   35:4:B:y
215:   35:43:C:x
216:   36:49:a:y
217:   36:70:b:x
218:   36:48:c:y
219:   36:7:A:x
220:   36:86:B:x
221:   36:1:C:x
222:   37:71:a:y
223:   37:67:b:y
224:   37:81:c:x
225:   37:72:A:x
226:   37:36:B:y
227:   37:28:C:x
228:   38:14:a:y
229:   38:67:b:y
230:   38:67:c:x
231:   38:54:A:x
232:   38:26:B:y
233:   38:88:C:x
234:   39:95:a:y
235:   39:29:b:x
236:   39:9:c:x
237:   39:65:A:y
238:   39:24:B:x
239:   39:15:C:y
240:   40:35:a:y
241:   40:46:b:x
242:   40:75:c:x
243:   40:60:A:x
244:   40:13:B:y
245:   40:98:C:y
246:   41:92:a:x
247:   41:19:b:y
248:   41:96:c:x
249:   41:0:A:y
250:   41:90:B:y
251:   41:30:C:y
252:   42:94:a:y
253:   42:78:b:x
254:   42:57:c:y
255:   42:88:A:y
256:   42:26:B:x
257:   42:73:C:x
258:   43:47:a:x
259:   43:19:b:x
260:   43:89:c:x
261:   43:65:A:x
262:   43:57:B:y
263:   43:43:C:y
264:   44:23:a:x
265:   44:67:b:x
266:   44:72:c:y
267:   44:71:A:x
268:   44:71:B:y
269:   44:97:C:y
270:   45:15:a:x
271:   45:72:b:x
272:   45:52:c:x
273:   45:92:A:y
274:   45:5:B:x
275:   45:21:C:y
276:   46:71:a:y
277:   46:30:b:x
278:   46:97:c:y
279:   46:90:A:x
280:   46:89:B:y
281:   46:98:C:y
282:   47:77:a:y
283:   47:30:b:x
284:   47:74:c:y
285:   47:32:A:y
286:   47:77:B:x
287:   47:49:C:y
288:   48:82:a:x
289:   48:42:b:y
290:   48:37:c:x
291:   48:42:A:y
292:   48:19:B:y
293:   48:59:C:y
294:   49:27:a:y
295:   49:99:b:y
296:   49:80:c:x
297:   49:50:A:x
298:   49:62:B:x
299:   49:90:C:y
300:   50:54:a:x
301:   50:1:b:y
302:   50:30:c:x
303:   50:79:A:x
304:   50:21:B:x
305:   50:23:C:y
306:   51:89:a:y
307:   51:38:b:x
308:   51:40:c:y
309:   51:25:A:y
310:   51:74:B:x
311:   51:12:C:y
312:   52:65:a:y
313:   52:25:b:y
314:   52:72:c:x
315:   52:29:A:y
316:   52:15:B:y
317:   52:84:C:x
318:   53:56:a:x
319:   53:31:b:x
320:   53:36:c:y
321:   53:63:A:y
322:   53:75:B:y
323:   53:87:C:x
324:   54:26:a:y
325:   54:81:b:x
326:   54:17:c:y
327:   54:22:A:x
328:   54:78:B:x
329:   54:33:C:y
330:   55:57:a:x
331:   55:26:b:x
332:   55:70:c:x
333:   55:87:A:y
334:   55:88:B:x
335:   55:37:C:y
336:   56:6:a:y
337:   56:42:b:x
338:   56:35:c:y
339:   56:6:A:y
340:   56:13:B:x
341:   56:20:C:y
342:   57:20:a:y
343:   57:84:b:x
344:   57:58:c:x
345:   57:10:A:y
346:   57:12:B:x
347:   57:48:C:y
348:   58:0:a:x
349:   58:82:b:x
350:   58:47:c:y
351:   58:55:A:y
352:   58:83:B:x
353:   58:37:C:x
354:   59:45:a:y
355:   59:67:b:x
356:   59:22:c:y
357:   59:57:A:x
358:   59:75:B:y
359:   59:53:C:y
360:   60:25:a:y
361:   60:93:b:x
362:   60:20:c:y
363:   60:36:A:x
364:   60:37:B:x
365:   60:25:C:y
366:   61:11:a:y
367:   61:74:b:x
368:   61:48:c:y
369:   61:12:A:y
370:   61:31:B:x
371:   61:52:C:y
372:   62:73:a:y
373:   62:64:b:y
374:   62:82:c:x
375:   62:44:A:y
376:   62:48:B:x
377:   62:91:C:y
378:   63:81:a:x
379:   63:75:b:x
380:   63:40:c:y
381:   63:16:A:x
382:   63:56:B:y
383:   63:67:C:y
384:   64:5:a:y
385:   64:66:b:x
386:   64:77:c:y
387:   64:38:A:y
388:   64:66:B:x
389:   64:63:C:y
390:   65:24:a:x
391:   65:80:b:x
392:   65:3:c:x
393:   65:71:A:y
394:   65:77:B:y
395:   65:21:C:y
396:   66:8:a:x
397:   66:47:b:x
398:   66:86:c:y
399:   66:73:A:y
400:   66:7:B:y
401:   66:55:C:x
402:   67:58:a:x
403:   67:27:b:y
404:   67:80:c:y
405:   67:8:A:y
406:   67:40:B:x
407:   67:54:C:y
408:   68:14:a:y
409:   68:89:b:y
410:   68:80:c:x
411:   68:99:A:x
412:   68:86:B:x
413:   68:16:C:x
414:   69:60:a:y
415:   69:28:b:x
416:   69:37:c:y
417:   69:46:A:y
418:   69:29:B:y
419:   69:70:C:x
420:   70:65:a:x
421:   70:12:b:y
422:   70:99:c:x
423:   70:86:A:x
424:   70:59:B:y
425:   70:8:C:x
426:   71:51:a:y
427:   71:81:b:y
428:   71:68:c:x
429:   71:82:A:x
430:   71:65:B:x
431:   71:99:C:y
432:   72:49:a:y
433:   72:20:b:y
434:   72:51:c:y
435:   72:65:A:x
436:   72:78:B:y
437:   72:55:C:x
438:   73:87:a:y
439:   73:48:b:y
440:   73:16:c:y
441:   73:28:A:x
442:   73:87:B:x
443:   73:76:C:x
444:   74:71:a:y
445:   74:58:b:x
446:   74:69:c:y
447:   74:47:A:y
448:   74:5:B:x
449:   74:7:C:x
450:   75:50:a:y
451:   75:78:b:x
452:   75:25:c:x
453:   75:61:A:x
454:   75:2:B:y
455:   75:39:C:x
456:   76:39:a:x
457:   76:60:b:x
458:   76:96:c:x
459:   76:94:A:x
460:   76:59:B:x
461:   76:31:C:y
462:   77:31:a:y
463:   77:7:b:x
464:   77:50:c:x
465:   77:29:A:x
466:   77:86:B:y
467:   77:5:C:y
468:   78:64:a:y
469:   78:21:b:x
470:   78:85:c:y
471:   78:29:A:y
472:   78:13:B:y
473:   78:84:C:x
474:   79:64:a:y
475:   79:3:b:x
476:   79:14:c:y
477:   79:3:A:y
478:   79:27:B:x
479:   79:49:C:y
480:   80:69:a:y
481:   80:43:b:x
482:   80:46:c:x
483:   80:41:A:y
484:   80:28:B:y
485:   80:94:C:y
486:   81:70:a:y
487:   81:14:b:y
488:   81:3:c:x
489:   81:97:A:x
490:   81:10:B:y
491:   81:95:C:x
492:   82:20:a:x
493:   82:14:b:x
494:   82:33:c:x
495:   82:37:A:y
496:   82:96:B:y
497:   82:7:C:x
498:   83:59:a:x
499:   83:84:b:y
500:   83:74:c:y
501:   83:18:A:y
502:   83:95:B:y
503:   83:50:C:x
504:   84:12:a:x
505:   84:85:b:x
506:   84:34:c:y
507:   84:10:A:y
508:   84:61:B:y
509:   84:6:C:y
510:   85:24:a:y
511:   85:98:b:x
512:   85:85:c:y
513:   85:8:A:y
514:   85:20:B:x
515:   85:0:C:x
516:   86:46:a:y
517:   86:63:b:x
518:   86:17:c:x
519:   86:33:A:y
520:   86:27:B:x
521:   86:76:C:x
522:   87:43:a:x
523:   87:70:b:x
524:   87:18:c:x
525:   87:18:A:y
526:   87:57:B:y
527:   87:55:C:y
528:   88:34:a:y
529:   88:61:b:y
530:   88:6:c:x
531:   88:85:A:y
532:   88:24:B:x
533:   88:69:C:y
534:   89:43:a:x
535:   89:22:b:x
536:   89:44:c:y
537:   89:58:A:x
538:   89:64:B:x
539:   89:53:C:x
540:   90:34:a:x
541:   90:11:b:x
542:   90:98:c:y
543:   90:64:A:y
544:   90:97:B:x
545:   90:95:C:y
546:   91:16:a:y
547:   91:33:b:y
548:   91:33:c:x
549:   91:13:A:x
550:   91:18:B:y
551:   91:16:C:x
552:   92:0:a:x
553:   92:13:b:x
554:   92:98:c:y
555:   92:41:A:x
556:   92:53:B:x
557:   92:61:C:x
558:   93:0:a:y
559:   93:46:b:x
560:   93:58:c:y
561:   93:11:A:y
562:   93:2:B:y
563:   93:41:C:x
564:   94:44:a:x
565:   94:41:b:y
566:   94:76:c:x
567:   94:43:A:x
568:   94:22:B:y
569:   94:11:C:y
570:   95:63:a:x
571:   95:0:b:x
572:   95:15:c:y
573:   95:19:A:y
574:   95:10:B:y
575:   95:22:C:y
576:   96:28:a:y
577:   96:46:b:x
578:   96:10:c:x
579:   96:51:A:x
580:   96:68:B:y
581:   96:53:C:y
582:   97:51:a:y
583:   97:96:b:y
584:   97:28:c:y
585:   97:69:A:y
586:   97:53:B:x
587:   97:76:C:y
588:   98:11:a:x
589:   98:63:b:y
590:   98:31:c:x
591:   98:63:A:x
592:   98:68:B:y
593:   98:96:C:y
594:   99:68:a:y
595:   99:16:b:x
596:   99:68:c:y
597:   99:95:A:y
598:   99:22:B:y
599:   99:27:C:y
