states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:10:C:x
98:    19:57:b:x
99:    19:51:A:y
100:   20:81:C:x
101:   20:39:A:x
102:   20:56:a:x
103:   20:47:B:y
104:   20:6:c:y
105:   21:51:C:x
106:   21:17:b:x
107:   21:23:c:y
108:   21:16:B:x
109:   21:35:a:x
110:   22:27:C:y
111:   22:31:c:y
112:   22:38:B:y
113:   22:28:b:x
114:   22:80:A:x
115:   23:30:a:x
116:   23:24:C:y
117:   23:55:c:y
118:   23:71:b:y
119:   23:30:B:y
120:   24:89:b:y
121:   24:66:c:x
122:   24:41:A:y
123:   24:18:a:y
124:   24:62:B:y
125:   25:91:b:y
126:   25:73:A:y
127:   25:26:a:x
128:   25:27:c:x
129:   25:9:B:y
130:   26:14:b:x
131:   26:8:c:y
132:   26:10:A:x
133:   26:84:B:y
134:   26:98:C:x
135:   27:0:C:x
136:   27:54:A:x
137:   27:90:B:x
138:   27:55:a:x
139:   27:63:b:x
140:   28:22:C:x
141:   28:42:A:x
142:   28:88:c:y
143:   28:40:b:x
144:   28:59:B:y
145:   29:43:C:x
146:   29:82:a:y
147:   29:83:A:y
148:   29:65:b:x
149:   29:62:B:y
150:   30:82:c:y
151:   30:15:b:x
152:   30:54:C:y
153:   30:85:A:x
154:   30:96:a:x
155:   31:58:C:x
156:   31:40:A:x
157:   31:0:c:y
158:   31:50:a:x
159:   31:16:b:y
160:   32:7:c:y
161:   32:49:b:y
162:   32:88:a:y
163:   32:0:B:x
164:   32:72:A:x
165:   33:23:c:y
166:   33:45:B:x
167:   33:28:C:x
168:   33:80:a:x
169:   33:88:b:x
170:   34:3:C:y
171:   34:76:b:y
172:   34:69:c:y
173:   34:14:B:y
174:   34:24:a:y
175:   35:26:b:y
176:   35:63:C:y
177:   35:99:B:y
178:   35:90:A:y
179:   35:64:a:x
180:   36:16:a:x
181:   36:42:B:x
182:   36:82:c:x
183:   36:75:A:x
184:   36:74:C:y
185:   37:43:A:y
186:   37:21:c:y
187:   37:11:C:x
188:   37:31:a:x
189:   37:26:b:x
190:   38:74:a:x
191:   38:58:b:y
192:   38:81:A:x
193:   38:56:c:y
194:   38:44:B:y
195:   39:73:C:y
196:   39:62:B:y
197:   39:58:A:y
198:   39:80:a:x
199:   39:40:c:x
200:   40:3:A:x
201:   40:79:c:y
202:   40:97:B:y
203:   40:41:C:x
204:   40:49:b:x
205:   41:33:c:y
206:   41:15:C:y
207:   41:57:a:x
208:   41:65:A:y
209:   41:12:b:y
210:   42:7:c:y
211:   42:93:B:x
212:   42:87:b:y
213:   42:61:C:y
214:   42:13:a:x
215:   43:1:b:x
216:   43:47:C:x
217:   43:67:c:x
218:   43:98:B:x
219:   43:70:a:y
220:   44:49:A:x
221:   44:10:C:x
222:   44:11:B:y
223:   44:19:b:x
224:   44:67:c:y
225:   45:85:C:x
226:   45:85:B:y
227:   45:64:a:x
228:   45:46:A:x
229:   45:63:b:y
230:   46:84:a:y
231:   46:19:b:y
232:   46:69:c:x
233:   46:98:C:y
234:   46:90:B:y
235:   47:32:c:y
236:   47:92:b:y
237:   47:6:C:y
238:   47:6:A:x
239:   47:66:a:x
240:   48:68:b:x
241:   48:66:B:y
242:   48:33:c:y
243:   48:43:a:x
244:   48:67:A:y
245:   49:20:b:x
246:   49:38:A:y
247:   49:79:c:y
248:   49:77:B:x
249:   49:47:a:y
250:   50:5:a:x
251:   50:93:c:x
252:   50:52:A:y
253:   50:19:B:x
254:   50:20:b:x
255:   51:69:C:y
256:   51:70:b:y
257:   51:42:A:x
258:   51:99:B:y
259:   51:12:a:y
260:   52:86:A:x
261:   52:65:b:y
262:   52:18:B:x
263:   52:87:c:y
264:   52:84:a:y
265:   53:68:B:x
266:   53:70:b:x
267:   53:34:C:x
268:   53:29:a:y
269:   53:68:c:x
270:   54:12:B:x
271:   54:13:A:x
272:   54:32:b:y
273:   54:46:a:x
274:   54:15:C:y
275:   55:18:C:x
276:   55:34:a:x
277:   55:33:A:y
278:   55:54:b:y
279:   55:96:c:x
280:   56:25:b:x
281:   56:13:c:y
282:   56:87:C:x
283:   56:52:A:y
284:   56:86:B:x
285:   57:17:c:x
286:   57:9:C:y
287:   57:21:A:x
288:   57:25:a:y
289:   57:96:b:y
290:   58:21:C:x
291:   58:77:A:y
292:   58:1:a:y
293:   58:5:B:x
294:   58:79:c:y
295:   59:1:c:x
296:   59:99:B:y
297:   59:29:b:x
298:   59:5:a:y
299:   59:77:A:y
300:   60:30:C:x
301:   60:88:A:x
302:   60:20:b:y
303:   60:73:a:y
304:   60:21:B:y
305:   61:37:C:y
306:   61:64:B:y
307:   61:94:A:y
308:   61:68:b:x
309:   61:26:a:y
310:   62:27:B:x
311:   62:97:b:y
312:   62:90:A:y
313:   62:71:a:x
314:   62:23:C:y
315:   63:84:B:y
316:   63:24:C:y
317:   63:42:A:y
318:   63:21:c:y
319:   63:35:b:x
320:   64:37:C:y
321:   64:53:b:y
322:   64:94:B:y
323:   64:41:c:x
324:   64:61:A:x
325:   65:91:a:y
326:   65:13:c:x
327:   65:51:B:x
328:   65:94:b:y
329:   65:98:A:x
330:   66:60:B:x
331:   66:95:c:y
332:   66:46:A:y
333:   66:61:b:y
334:   66:75:a:x
335:   67:73:C:y
336:   67:15:b:x
337:   67:17:c:y
338:   67:92:B:y
339:   67:57:a:y
340:   68:59:c:x
341:   68:67:b:y
342:   68:25:B:y
343:   68:10:A:x
344:   68:96:a:x
345:   69:76:b:x
346:   69:43:B:x
347:   69:81:A:x
348:   69:82:a:x
349:   69:98:C:x
350:   70:49:a:x
351:   70:95:B:y
352:   70:76:A:x
353:   70:95:c:x
354:   70:1:b:y
355:   71:16:A:y
356:   71:20:a:x
357:   71:76:b:y
358:   71:23:C:y
359:   71:56:c:y
360:   72:61:b:x
361:   72:86:A:y
362:   72:53:a:y
363:   72:15:c:y
364:   72:48:C:x
365:   73:23:C:x
366:   73:58:a:x
367:   73:18:B:x
368:   73:67:A:x
369:   73:15:b:y
370:   74:72:A:y
371:   74:12:B:y
372:   74:35:a:y
373:   74:80:c:y
374:   74:15:C:x
375:   75:12:a:x
376:   75:66:c:y
377:   75:16:b:y
378:   75:34:C:y
379:   75:8:B:x
380:   76:46:b:y
381:   76:73:C:x
382:   76:6:B:x
383:   76:33:A:y
384:   76:14:a:x
385:   77:64:B:x
386:   77:48:c:x
387:   77:2:A:y
388:   77:41:a:x
389:   77:12:b:y
390:   78:83:C:x
391:   78:3:b:y
392:   78:96:a:x
393:   78:47:c:y
394:   78:13:B:x
395:   79:16:A:x
396:   79:64:C:y
397:   79:52:a:x
398:   79:32:c:y
399:   79:42:B:y
400:   80:48:C:y
401:   80:33:a:x
402:   80:64:B:y
403:   80:1:c:y
404:   80:22:b:x
405:   81:56:A:x
406:   81:10:B:y
407:   81:79:C:y
408:   81:41:a:x
409:   81:19:c:y
410:   82:3:C:x
411:   82:30:a:y
412:   82:36:B:x
413:   82:65:A:y
414:   82:11:b:y
415:   83:82:C:y
416:   83:72:c:y
417:   83:86:A:y
418:   83:68:B:y
419:   83:54:b:y
420:   84:29:b:x
421:   84:74:c:x
422:   84:66:a:x
423:   84:20:C:y
424:   84:78:B:y
425:   85:69:C:y
426:   85:44:B:y
427:   85:9:b:y
428:   85:72:c:x
429:   85:42:a:y
430:   86:58:C:x
431:   86:76:A:x
432:   86:75:c:y
433:   86:55:B:x
434:   86:23:a:y
435:   87:48:a:y
436:   87:26:b:x
437:   87:33:B:y
438:   87:78:c:x
439:   87:24:A:x
440:   88:76:B:x
441:   88:93:c:y
442:   88:14:b:x
443:   88:35:C:y
444:   88:2:a:x
445:   89:81:C:x
446:   89:72:c:y
447:   89:91:a:y
448:   89:11:A:y
449:   89:87:b:x
450:   90:54:b:x
451:   90:87:B:x
452:   90:5:c:x
453:   90:82:a:x
454:   90:25:A:x
455:   91:1:C:x
456:   91:89:B:y
457:   91:62:a:x
458:   91:87:b:y
459:   91:60:c:y
460:   92:73:c:x
461:   92:31:b:x
462:   92:81:A:x
463:   92:80:a:y
464:   92:48:C:y
465:   93:75:B:x
466:   93:96:C:x
467:   93:90:a:y
468:   93:58:b:x
469:   93:43:A:y
470:   94:33:a:y
471:   94:15:A:x
472:   94:81:B:y
473:   94:19:c:x
474:   94:78:C:y
475:   95:7:A:x
476:   95:9:B:y
477:   95:99:c:x
478:   95:99:b:y
479:   95:17:a:x
480:   96:21:C:x
481:   96:81:a:y
482:   96:55:B:x
483:   96:13:b:y
484:   96:16:A:y
485:   97:53:A:x
486:   97:83:B:x
487:   97:48:C:x
488:   97:70:a:y
489:   97:46:c:x
490:   98:45:B:x
491:   98:42:A:y
492:   98:54:b:x
493:   98:63:a:y
494:   98:89:c:x
495:   99:97:b:y
496:   99:61:C:x
497:   99:13:A:x
498:   99:65:a:x
499:   99:21:B:x
