states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:98:a:y
172:   28:42:B:y
173:   28:94:C:x
174:   29:77:a:x
175:   29:40:b:x
176:   29:67:c:x
177:   29:5:A:x
178:   29:89:B:x
179:   29:36:C:x
180:   30:8:a:x
181:   30:39:b:y
182:   30:63:c:x
183:   30:78:A:x
184:   30:65:B:x
185:   30:84:C:y
186:   31:44:a:y
187:   31:35:b:x
188:   31:57:c:x
189:   31:26:A:x
190:   31:17:B:x
191:   31:94:C:x
192:   32:33:a:x
193:   32:0:b:y
194:   32:47:c:x
195:   32:74:A:x
196:   32:1:B:x
197:   32:29:C:x
198:   33:11:a:y
199:   33:32:b:y
200:   33:21:c:x
201:   33:55:A:y
202:   33:49:B:x
203:   33:60:C:y
204:   34:37:a:y
205:   34:7:b:y
206:   34:36:c:x
207:   34:31:A:y
208:   34:25:B:y
209:   34:20:C:y
210:   35:64:a:x
211:   35:18:b:y
212:   35:47:c:x
213:   35:90:A:y
214:   35:87:B:x
215:   35:76:C:y
216:   36:90:a:y
217:   36:59:b:y
218:   36:6:c:x
219:   36:16:A:x
220:   36:64:B:y
221:   36:62:C:y
222:   37:60:a:y
223:   37:61:b:y
224:   37:55:c:x
225:   37:95:A:y
226:   37:8:B:x
227:   37:2:C:x
228:   38:34:a:x
229:   38:87:b:x
230:   38:65:c:y
231:   38:20:A:x
232:   38:3:B:y
233:   38:55:C:y
234:   39:71:a:y
235:   39:19:b:x
236:   39:16:c:y
237:   39:22:A:y
238:   39:11:B:y
239:   39:30:C:x
240:   40:41:a:y
241:   40:66:b:y
242:   40:93:c:y
243:   40:82:A:y
244:   40:93:B:x
245:   40:31:C:x
246:   41:2:a:x
247:   41:8:b:x
248:   41:70:c:x
249:   41:59:A:x
250:   41:42:B:y
251:   41:50:C:x
252:   42:11:a:y
253:   42:71:b:x
254:   42:26:c:x
255:   42:88:A:x
256:   42:41:B:y
257:   42:37:C:x
258:   43:22:a:x
259:   43:54:b:x
260:   43:6:c:x
261:   43:95:A:x
262:   43:82:B:x
263:   43:22:C:y
264:   44:3:a:y
265:   44:99:b:y
266:   44:10:c:x
267:   44:27:A:y
268:   44:83:B:y
269:   44:37:C:y
270:   45:88:a:y
271:   45:90:b:y
272:   45:5:c:y
273:   45:86:A:y
274:   45:38:B:x
275:   45:21:C:y
276:   46:82:a:y
277:   46:59:b:y
278:   46:69:c:x
279:   46:16:A:y
280:   46:38:B:x
281:   46:74:C:x
282:   47:75:a:x
283:   47:89:b:x
284:   47:86:c:y
285:   47:69:A:x
286:   47:50:B:x
287:   47:63:C:y
288:   48:95:a:y
289:   48:54:b:x
290:   48:99:c:y
291:   48:0:A:y
292:   48:74:B:x
293:   48:50:C:x
294:   49:2:a:y
295:   49:21:b:y
296:   49:81:c:y
297:   49:81:A:x
298:   49:81:B:x
299:   49:70:C:x
300:   50:8:a:y
301:   50:0:b:x
302:   50:34:c:y
303:   50:33:A:x
304:   50:31:B:y
305:   50:96:C:y
306:   51:50:a:x
307:   51:27:b:y
308:   51:30:c:y
309:   51:86:A:x
310:   51:50:B:x
311:   51:56:C:y
312:   52:65:a:x
313:   52:89:b:x
314:   52:10:c:y
315:   52:50:A:y
316:   52:65:B:y
317:   52:26:C:y
318:   53:87:a:y
319:   53:32:b:y
320:   53:46:c:x
321:   53:65:A:x
322:   53:3:B:y
323:   53:4:C:x
324:   54:45:a:x
325:   54:90:b:y
326:   54:56:c:y
327:   54:50:A:y
328:   54:79:B:y
329:   54:27:C:y
330:   55:70:a:y
331:   55:30:b:y
332:   55:37:c:x
333:   55:30:A:y
334:   55:82:B:x
335:   55:7:C:y
336:   56:4:a:y
337:   56:23:b:y
338:   56:42:c:x
339:   56:47:A:x
340:   56:25:B:y
341:   56:67:C:y
342:   57:84:a:x
343:   57:45:b:y
344:   57:20:c:y
345:   57:28:A:y
346:   57:47:B:x
347:   57:69:C:x
348:   58:45:a:x
349:   58:77:b:y
350:   58:49:c:x
351:   58:48:A:x
352:   58:19:B:y
353:   58:19:C:x
354:   59:37:a:y
355:   59:55:b:y
356:   59:53:c:y
357:   59:34:A:y
358:   59:58:B:x
359:   59:2:C:x
360:   60:91:a:y
361:   60:58:b:x
362:   60:6:c:x
363:   60:47:A:x
364:   60:53:B:y
365:   60:74:C:x
366:   61:6:a:y
367:   61:50:b:y
368:   61:76:c:y
369:   61:63:A:x
370:   61:66:B:y
371:   61:19:C:x
372:   62:73:a:y
373:   62:67:b:x
374:   62:88:c:x
375:   62:35:A:x
376:   62:93:B:y
377:   62:97:C:x
378:   63:22:a:y
379:   63:82:b:y
380:   63:60:c:x
381:   63:75:A:x
382:   63:74:B:x
383:   63:62:C:x
384:   64:33:a:y
385:   64:95:b:x
386:   64:46:c:x
387:   64:89:A:y
388:   64:12:B:y
389:   64:50:C:y
390:   65:1:a:x
391:   65:6:b:y
392:   65:23:c:y
393:   65:50:A:x
394:   65:38:B:y
395:   65:74:C:x
396:   66:50:a:y
397:   66:20:b:y
398:   66:99:c:y
399:   66:47:A:x
400:   66:71:B:x
401:   66:43:C:x
402:   67:41:a:x
403:   67:73:b:y
404:   67:54:c:y
405:   67:58:A:y
406:   67:90:B:x
407:   67:24:C:y
408:   68:33:a:x
409:   68:54:b:y
410:   68:24:c:y
411:   68:11:A:x
412:   68:33:B:x
413:   68:32:C:y
414:   69:65:a:x
415:   69:8:b:x
416:   69:90:c:x
417:   69:7:A:x
418:   69:66:B:x
419:   69:94:C:y
420:   70:82:a:x
421:   70:86:b:y
422:   70:94:c:y
423:   70:27:A:x
424:   70:67:B:x
425:   70:52:C:y
426:   71:49:a:x
427:   71:40:b:x
428:   71:39:c:y
429:   71:99:A:y
430:   71:24:B:y
431:   71:75:C:y
432:   72:25:a:y
433:   72:32:b:x
434:   72:91:c:y
435:   72:11:A:y
436:   72:69:B:x
437:   72:62:C:x
438:   73:49:a:y
439:   73:54:b:y
440:   73:64:c:y
441:   73:75:A:x
442:   73:14:B:x
443:   73:23:C:x
444:   74:51:a:y
445:   74:50:b:y
446:   74:44:c:y
447:   74:57:A:x
448:   74:77:B:y
449:   74:50:C:y
450:   75:32:a:y
451:   75:25:b:x
452:   75:76:c:x
453:   75:44:A:y
454:   75:97:B:y
455:   75:60:C:x
456:   76:12:a:y
457:   76:20:b:y
458:   76:31:c:y
459:   76:49:A:x
460:   76:50:B:x
461:   76:22:C:x
462:   77:73:a:x
463:   77:13:b:y
464:   77:50:c:y
465:   77:50:A:y
466:   77:55:B:y
467:   77:45:C:y
468:   78:74:a:x
469:   78:31:b:y
470:   78:90:c:y
471:   78:50:A:x
472:   78:47:B:x
473:   78:96:C:y
474:   79:53:a:y
475:   79:46:b:x
476:   79:50:c:y
477:   79:84:A:x
478:   79:39:B:x
479:   79:53:C:x
480:   80:39:a:y
481:   80:71:b:y
482:   80:85:c:y
483:   80:63:A:x
484:   80:30:B:x
485:   80:48:C:y
486:   81:60:a:y
487:   81:0:b:y
488:   81:37:c:x
489:   81:66:A:y
490:   81:80:B:x
491:   81:35:C:x
492:   82:50:a:y
493:   82:90:b:x
494:   82:50:c:x
495:   82:58:A:x
496:   82:42:B:y
497:   82:8:C:x
498:   83:50:a:x
499:   83:36:b:y
500:   83:84:c:x
501:   83:6:A:y
502:   83:47:B:x
503:   83:91:C:x
504:   84:47:a:y
505:   84:28:b:x
506:   84:26:c:x
507:   84:50:A:y
508:   84:50:B:x
509:   84:30:C:x
510:   85:47:a:x
511:   85:34:b:y
512:   85:8:c:x
513:   85:62:A:y
514:   85:22:B:x
515:   85:29:C:x
516:   86:15:a:x
517:   86:24:b:x
518:   86:50:c:y
519:   86:50:A:x
520:   86:7:B:y
521:   86:22:C:y
522:   87:40:a:x
523:   87:50:b:y
524:   87:57:c:x
525:   87:14:A:y
526:   87:34:B:y
527:   87:77:C:y
528:   88:99:a:y
529:   88:87:b:y
530:   88:36:c:x
531:   88:70:A:x
532:   88:72:B:x
533:   88:55:C:x
534:   89:31:a:y
535:   89:45:b:x
536:   89:36:c:y
537:   89:62:A:x
538:   89:48:B:y
539:   89:89:C:x
540:   90:78:a:x
541:   90:31:b:x
542:   90:14:c:y
543:   90:86:A:x
544:   90:25:B:x
545:   90:50:C:y
546:   91:31:a:x
547:   91:60:b:y
548:   91:50:c:y
549:   91:8:A:x
550:   91:26:B:x
551:   91:38:C:x
552:   92:29:a:y
553:   92:17:b:x
554:   92:20:c:x
555:   92:5:A:x
556:   92:96:B:y
557:   92:19:C:x
558:   93:28:a:y
559:   93:2:b:y
560:   93:49:c:y
561:   93:87:A:y
562:   93:50:B:x
563:   93:18:C:y
564:   94:6:a:x
565:   94:50:b:x
566:   94:91:c:x
567:   94:51:A:y
568:   94:50:B:x
569:   94:57:C:y
570:   95:44:a:x
571:   95:73:b:y
572:   95:21:c:y
573:   95:16:A:y
574:   95:89:B:y
575:   95:15:C:x
576:   96:42:a:x
577:   96:49:b:x
578:   96:34:c:x
579:   96:31:A:y
580:   96:58:B:x
581:   96:63:C:x
582:   97:50:a:x
583:   97:6:b:x
584:   97:13:c:y
585:   97:32:A:x
586:   97:52:B:y
587:   97:45:C:y
588:   98:30:a:x
589:   98:23:b:y
590:   98:36:c:x
591:   98:37:A:y
592:   98:28:B:x
593:   98:58:C:y
594:   99:3:a:y
595:   99:48:b:y
596:   99:26:c:x
597:   99:27:A:x
598:   99:50:B:x
599:   99:43:C:y
