states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:10:a:y
91:    15:34:b:x
92:    15:49:c:x
93:    15:22:A:y
94:    15:95:B:x
95:    15:48:C:x
96:    16:99:a:y
97:    16:93:b:x
98:    16:49:c:y
99:    16:8:A:y
100:   16:3:B:y
101:   16:13:C:x
102:   17:0:a:x
103:   17:59:b:x
104:   17:10:c:x
105:   17:34:A:y
106:   17:96:B:y
107:   17:14:C:y
108:   18:88:a:x
109:   18:99:b:x
110:   18:30:c:y
111:   18:1:A:y
112:   18:38:B:x
113:   18:25:C:x
114:   19:20:a:x
115:   19:60:b:x
116:   19:77:c:y
117:   19:38:A:y
118:   19:62:B:y
119:   19:74:C:y
120:   20:25:a:y
121:   20:91:b:x
122:   20:17:c:x
123:   20:85:A:y
124:   20:96:B:x
125:   20:40:C:y
126:   21:41:a:x
127:   21:42:b:y
128:   21:10:c:y
129:   21:7:A:x
130:   21:85:B:x
131:   21:9:C:x
132:   22:75:a:y
133:   22:49:b:x
134:   22:59:c:x
135:   22:29:A:y
136:   22:9:B:y
137:   22:26:C:x
138:   23:64:a:x
139:   23:47:b:y
140:   23:12:c:x
141:   23:92:A:x
142:   23:39:B:x
143:   23:44:C:x
144:   24:83:a:x
145:   24:75:b:y
146:   24:3:c:x
147:   24:98:A:x
148:   24:39:B:y
149:   24:70:C:y
150:   25:79:a:y
151:   25:2:b:y
152:   25:29:c:y
153:   25:27:A:x
154:   25:6:B:x
155:   25:93:C:y
156:   26:17:a:x
157:   26:61:b:y
158:   26:9:c:x
159:   26:1:A:y
160:   26:6:B:y
161:   26:39:C:x
162:   27:93:a:y
163:   27:74:b:y
164:   27:23:c:x
165:   27:62:A:y
166:   27:33:B:x
167:   27:7:C:y
168:   28:89:a:x
169:   28:62:b:y
170:   28:57:c:y
171:   28:47:A:y
172:   28:78:B:x
173:   28:36:C:y
174:   29:28:a:x
175:   29:64:b:x
176:   29:24:c:y
177:   29:97:A:y
178:   29:76:B:y
179:   29:12:C:x
180:   30:32:a:y
181:   30:54:b:x
182:   30:84:c:x
183:   30:64:A:x
184:   30:13:B:y
185:   30:77:C:y
186:   31:66:a:y
187:   31:54:b:x
188:   31:52:c:x
189:   31:82:A:y
190:   31:11:B:x
191:   31:33:C:x
192:   32:22:a:y
193:   32:77:b:x
194:   32:47:c:x
195:   32:29:A:y
196:   32:31:B:y
197:   32:85:C:y
198:   33:28:a:x
199:   33:16:b:x
200:   33:56:c:x
201:   33:16:A:x
202:   33:32:B:x
203:   33:12:C:x
204:   34:37:a:y
205:   34:56:b:y
206:   34:45:c:y
207:   34:31:A:y
208:   34:2:B:y
209:   34:87:C:y
210:   35:42:a:x
211:   35:30:b:y
212:   35:6:c:x
213:   35:89:A:x
214:   35:30:B:x
215:   35:84:C:x
216:   36:71:a:y
217:   36:91:b:x
218:   36:42:c:y
219:   36:52:A:x
220:   36:26:B:y
221:   36:65:C:x
222:   37:76:a:x
223:   37:57:b:x
224:   37:7:c:y
225:   37:8:A:y
226:   37:65:B:y
227:   37:19:C:x
228:   38:72:a:x
229:   38:18:b:y
230:   38:98:c:y
231:   38:24:A:x
232:   38:11:B:x
233:   38:54:C:y
234:   39:73:a:x
235:   39:44:b:y
236:   39:36:c:x
237:   39:80:A:x
238:   39:81:B:x
239:   39:84:C:y
240:   40:27:a:y
241:   40:46:b:y
242:   40:97:c:y
243:   40:27:A:y
244:   40:81:B:y
245:   40:37:C:y
246:   41:17:a:x
247:   41:72:b:x
248:   41:40:c:x
249:   41:97:A:x
250:   41:48:B:y
251:   41:43:C:y
252:   42:44:a:y
253:   42:91:b:x
254:   42:43:c:y
255:   42:25:A:y
256:   42:21:B:x
257:   42:90:C:x
258:   43:78:a:x
259:   43:5:b:y
260:   43:98:c:y
261:   43:80:A:y
262:   43:58:B:x
263:   43:90:C:y
264:   44:80:a:x
265:   44:48:b:x
266:   44:69:c:y
267:   44:43:A:x
268:   44:69:B:x
269:   44:95:C:x
270:   45:21:a:x
271:   45:86:b:x
272:   45:86:c:y
273:   45:55:A:y
274:   45:5:B:x
275:   45:46:C:y
276:   46:58:a:x
277:   46:15:b:x
278:   46:81:c:x
279:   46:89:A:x
280:   46:33:B:x
281:   46:36:C:y
282:   47:58:a:x
283:   47:51:b:x
284:   47:94:c:y
285:   47:38:A:y
286:   47:63:B:x
287:   47:94:C:x
288:   48:4:a:y
289:   48:76:b:x
290:   48:18:c:x
291:   48:15:A:y
292:   48:51:B:y
293:   48:86:C:y
294:   49:63:a:y
295:   49:63:b:x
296:   49:88:c:y
297:   49:18:A:x
298:   49:55:B:y
299:   49:4:C:x
300:   50:83:a:y
301:   50:21:b:x
302:   50:33:c:y
303:   50:53:A:y
304:   50:46:B:y
305:   50:27:C:y
306:   51:93:a:x
307:   51:73:b:x
308:   51:9:c:x
309:   51:34:A:y
310:   51:23:B:x
311:   51:21:C:x
312:   52:17:a:y
313:   52:71:b:y
314:   52:8:c:y
315:   52:73:A:x
316:   52:30:B:x
317:   52:64:C:y
318:   53:90:a:x
319:   53:11:b:y
320:   53:78:c:x
321:   53:19:A:y
322:   53:44:B:x
323:   53:46:C:y
324:   54:50:a:y
325:   54:79:b:y
326:   54:96:c:y
327:   54:41:A:y
328:   54:47:B:y
329:   54:16:C:y
330:   55:88:a:y
331:   55:15:b:x
332:   55:50:c:x
333:   55:28:A:y
334:   55:36:B:x
335:   55:54:C:x
336:   56:50:a:y
337:   56:50:b:y
338:   56:27:c:y
339:   56:43:A:y
340:   56:53:B:x
341:   56:4:C:y
342:   57:0:a:x
343:   57:31:b:y
344:   57:40:c:x
345:   57:18:A:y
346:   57:25:B:x
347:   57:36:C:y
348:   58:7:a:y
349:   58:89:b:y
350:   58:15:c:y
351:   58:36:A:y
352:   58:85:B:x
353:   58:71:C:x
354:   59:55:a:y
355:   59:74:b:x
356:   59:74:c:y
357:   59:24:A:y
358:   59:59:B:x
359:   59:50:C:y
360:   60:2:a:y
361:   60:52:b:x
362:   60:50:c:y
363:   60:92:A:y
364:   60:71:B:x
365:   60:61:C:x
366:   61:48:a:x
367:   61:55:b:y
368:   61:22:c:x
369:   61:63:A:x
370:   61:22:B:x
371:   61:50:C:y
372:   62:27:a:y
373:   62:17:b:x
374:   62:12:c:x
375:   62:46:A:y
376:   62:59:B:x
377:   62:25:C:y
378:   63:53:a:x
379:   63:38:b:y
380:   63:26:c:y
381:   63:24:A:y
382:   63:30:B:x
383:   63:12:C:y
384:   64:87:a:y
385:   64:87:b:y
386:   64:26:c:x
387:   64:67:A:y
388:   64:53:B:x
389:   64:40:C:y
390:   65:42:a:y
391:   65:45:b:x
392:   65:33:c:x
393:   65:49:A:y
394:   65:53:B:y
395:   65:62:C:y
396:   66:26:a:y
397:   66:67:b:x
398:   66:8:c:y
399:   66:80:A:x
400:   66:57:B:x
401:   66:40:C:y
402:   67:78:a:x
403:   67:57:b:y
404:   67:14:c:y
405:   67:75:A:x
406:   67:62:B:x
407:   67:8:C:y
408:   68:47:a:x
409:   68:29:b:x
410:   68:30:c:y
411:   68:67:A:x
412:   68:89:B:x
413:   68:76:C:y
414:   69:79:a:x
415:   69:50:b:x
416:   69:70:c:y
417:   69:38:A:x
418:   69:36:B:y
419:   69:2:C:y
420:   70:75:a:y
421:   70:82:b:y
422:   70:37:c:y
423:   70:34:A:y
424:   70:12:B:x
425:   70:91:C:y
426:   71:61:a:x
427:   71:16:b:x
428:   71:72:c:y
429:   71:61:A:y
430:   71:77:B:x
431:   71:50:C:x
432:   72:49:a:x
433:   72:34:b:x
434:   72:49:c:x
435:   72:3:A:y
436:   72:45:B:x
437:   72:37:C:y
438:   73:55:a:y
439:   73:87:b:x
440:   73:36:c:x
441:   73:63:A:x
442:   73:51:B:y
443:   73:65:C:y
444:   74:60:a:y
445:   74:29:b:y
446:   74:12:c:x
447:   74:42:A:y
448:   74:50:B:x
449:   74:58:C:x
450:   75:36:a:x
451:   75:73:b:y
452:   75:80:c:x
453:   75:10:A:y
454:   75:40:B:x
455:   75:24:C:x
456:   76:34:a:x
457:   76:85:b:y
458:   76:50:c:x
459:   76:90:A:x
460:   76:43:B:x
461:   76:81:C:x
462:   77:7:a:y
463:   77:50:b:y
464:   77:47:c:x
465:   77:45:A:x
466:   77:35:B:y
467:   77:1:C:y
468:   78:22:a:x
469:   78:37:b:x
470:   78:12:c:x
471:   78:78:A:y
472:   78:4:B:y
473:   78:23:C:x
474:   79:52:a:y
475:   79:13:b:y
476:   79:39:c:y
477:   79:30:A:y
478:   79:46:B:x
479:   79:37:C:x
480:   80:71:a:x
481:   80:39:b:x
482:   80:41:c:x
483:   80:48:A:y
484:   80:25:B:y
485:   80:8:C:y
486:   81:88:a:y
487:   81:50:b:y
488:   81:50:c:y
489:   81:72:A:x
490:   81:61:B:y
491:   81:25:C:x
492:   82:50:a:x
493:   82:45:b:y
494:   82:17:c:y
495:   82:73:A:y
496:   82:18:B:x
497:   82:13:C:x
498:   83:67:a:y
499:   83:80:b:y
500:   83:17:c:x
501:   83:11:A:x
502:   83:76:B:x
503:   83:4:C:y
504:   84:52:a:y
505:   84:2:b:x
506:   84:24:c:x
507:   84:50:A:x
508:   84:41:B:x
509:   84:82:C:x
510:   85:8:a:y
511:   85:15:b:y
512:   85:55:c:x
513:   85:50:A:y
514:   85:37:B:y
515:   85:49:C:x
516:   86:44:a:y
517:   86:36:b:y
518:   86:76:c:x
519:   86:67:A:y
520:   86:94:B:x
521:   86:52:C:x
522:   87:12:a:y
523:   87:52:b:y
524:   87:32:c:x
525:   87:19:A:x
526:   87:50:B:y
527:   87:38:C:y
528:   88:26:a:y
529:   88:37:b:x
530:   88:71:c:x
531:   88:50:A:y
532:   88:73:B:x
533:   88:0:C:y
534:   89:56:a:y
535:   89:11:b:y
536:   89:80:c:x
537:   89:40:A:x
538:   89:4:B:x
539:   89:50:C:y
540:   90:44:a:x
541:   90:54:b:y
542:   90:67:c:y
543:   90:48:A:x
544:   90:17:B:y
545:   90:8:C:y
546:   91:55:a:y
547:   91:16:b:y
548:   91:1:c:x
549:   91:60:A:x
550:   91:79:B:x
551:   91:25:C:x
552:   92:19:a:y
553:   92:82:b:x
554:   92:9:c:y
555:   92:57:A:y
556:   92:90:B:y
557:   92:60:C:x
558:   93:52:a:x
559:   93:39:b:x
560:   93:3:c:x
561:   93:74:A:y
562:   93:95:B:y
563:   93:61:C:y
564:   94:40:a:x
565:   94:57:b:y
566:   94:44:c:y
567:   94:42:A:y
568:   94:51:B:x
569:   94:30:C:x
570:   95:13:a:x
571:   95:56:b:y
572:   95:50:c:x
573:   95:40:A:x
574:   95:28:B:x
575:   95:50:C:x
576:   96:74:a:y
577:   96:29:b:y
578:   96:1:c:x
579:   96:43:A:y
580:   96:50:B:x
581:   96:79:C:x
582:   97:47:a:x
583:   97:84:b:x
584:   97:45:c:y
585:   97:98:A:x
586:   97:50:B:y
587:   97:48:C:x
588:   98:55:a:y
589:   98:21:b:y
590:   98:30:c:y
591:   98:21:A:x
592:   98:19:B:x
593:   98:89:C:x
594:   99:39:a:x
595:   99:76:b:y
596:   99:69:c:y
597:   99:86:A:y
598:   99:47:B:x
599:   99:85:C:y
