states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:13:a:x
89:    14:68:C:x
90:    15:40:a:x
91:    15:12:b:x
92:    15:75:c:x
93:    15:72:A:x
94:    15:38:B:x
95:    15:77:C:x
96:    16:2:a:y
97:    16:65:b:y
98:    16:66:c:x
99:    16:43:A:x
100:   16:96:B:x
101:   16:19:C:y
102:   17:80:a:x
103:   17:31:b:y
104:   17:42:c:y
105:   17:29:A:y
106:   17:97:B:x
107:   17:83:C:x
108:   18:76:a:x
109:   18:70:b:y
110:   18:56:c:x
111:   18:64:A:y
112:   18:25:B:x
113:   18:13:C:y
114:   19:22:a:y
115:   19:35:b:y
116:   19:34:c:y
117:   19:56:A:x
118:   19:63:B:y
119:   19:5:C:y
120:   20:15:a:x
121:   20:7:b:x
122:   20:89:c:y
123:   20:93:A:y
124:   20:76:B:x
125:   20:30:C:y
126:   21:28:a:x
127:   21:35:b:y
128:   21:63:c:y
129:   21:10:A:y
130:   21:3:B:y
131:   21:71:C:x
132:   22:94:a:y
133:   22:12:b:y
134:   22:47:c:y
135:   22:76:A:y
136:   22:75:B:x
137:   22:1:C:y
138:   23:16:a:x
139:   23:43:b:x
140:   23:47:c:x
141:   23:7:A:y
142:   23:44:B:y
143:   23:77:C:y
144:   24:22:a:x
145:   24:60:b:y
146:   24:44:c:y
147:   24:55:A:y
148:   24:1:B:y
149:   24:87:C:x
150:   25:40:a:x
151:   25:4:b:x
152:   25:94:c:x
153:   25:98:A:x
154:   25:28:B:x
155:   25:47:C:y
156:   26:92:a:x
157:   26:28:b:x
158:   26:23:c:x
159:   26:70:A:y
160:   26:60:B:y
161:   26:69:C:y
162:   27:87:a:x
163:   27:98:b:x
164:   27:6:c:y
165:   27:93:A:y
166:   27:2:B:y
167:   27:51:C:y
168:   28:42:a:x
169:   28:26:b:y
170:   28:6:c:x
171:   28:2:A:y
172:   28:67:B:y
173:   28:22:C:y
174:   29:96:a:y
175:   29:38:b:x
176:   29:8:c:y
177:   29:58:A:x
178:   29:49:B:y
179:   29:54:C:y
180:   30:44:a:x
181:   30:52:b:x
182:   30:33:c:y
183:   30:12:A:x
184:   30:90:B:y
185:   30:48:C:y
186:   31:85:a:x
187:   31:10:b:x
188:   31:97:c:y
189:   31:19:A:x
190:   31:84:B:x
191:   31:78:C:x
192:   32:30:a:x
193:   32:11:b:x
194:   32:52:c:y
195:   32:58:A:y
196:   32:74:B:y
197:   32:71:C:x
198:   33:57:a:x
199:   33:99:b:y
200:   33:7:c:x
201:   33:6:A:y
202:   33:57:B:x
203:   33:20:C:x
204:   34:88:a:x
205:   34:14:b:y
206:   34:94:c:x
207:   34:21:A:x
208:   34:5:B:x
209:   34:58:C:x
210:   35:90:a:y
211:   35:88:b:y
212:   35:30:c:y
213:   35:37:A:x
214:   35:11:B:y
215:   35:27:C:y
216:   36:61:a:x
217:   36:0:b:x
218:   36:68:c:y
219:   36:18:A:y
220:   36:17:B:y
221:   36:99:C:x
222:   37:32:a:y
223:   37:75:b:x
224:   37:95:c:x
225:   37:80:A:y
226:   37:55:B:y
227:   37:42:C:y
228:   38:74:a:x
229:   38:49:b:y
230:   38:17:c:y
231:   38:26:A:x
232:   38:33:B:x
233:   38:65:C:x
234:   39:9:a:x
235:   39:59:b:x
236:   39:52:c:y
237:   39:80:A:y
238:   39:16:B:x
239:   39:59:C:y
240:   40:93:a:y
241:   40:63:b:x
242:   40:24:c:x
243:   40:23:A:x
244:   40:5:B:x
245:   40:23:C:x
246:   41:59:a:x
247:   41:65:b:y
248:   41:15:c:y
249:   41:92:A:y
250:   41:55:B:x
251:   41:37:C:x
252:   42:61:a:y
253:   42:14:b:y
254:   42:37:c:y
255:   42:24:A:y
256:   42:67:B:y
257:   42:32:C:x
258:   43:16:a:y
259:   43:50:b:y
260:   43:79:c:x
261:   43:67:A:x
262:   43:3:B:x
263:   43:34:C:y
264:   44:33:a:x
265:   44:82:b:y
266:   44:24:c:y
267:   44:95:A:y
268:   44:90:B:x
269:   44:48:C:x
270:   45:91:a:y
271:   45:41:b:y
272:   45:73:c:y
273:   45:3:A:x
274:   45:46:B:y
275:   45:41:C:x
276:   46:50:a:y
277:   46:48:b:x
278:   46:21:c:y
279:   46:79:A:y
280:   46:18:B:y
281:   46:8:C:x
282:   47:82:a:y
283:   47:73:b:y
284:   47:54:c:x
285:   47:85:A:y
286:   47:38:B:y
287:   47:9:C:x
288:   48:49:a:y
289:   48:61:b:y
290:   48:21:c:y
291:   48:32:A:x
292:   48:18:B:y
293:   48:41:C:y
294:   49:91:a:x
295:   49:85:b:x
296:   49:46:c:x
297:   49:73:A:x
298:   49:91:B:y
299:   49:9:C:x
300:   50:36:a:y
301:   50:51:b:x
302:   50:88:c:y
303:   50:20:A:x
304:   50:82:B:y
305:   50:26:C:y
306:   51:41:a:y
307:   51:69:b:y
308:   51:18:c:y
309:   51:80:A:x
310:   51:92:B:x
311:   51:57:C:y
312:   52:91:a:x
313:   52:90:b:y
314:   52:78:c:x
315:   52:82:A:x
316:   52:36:B:x
317:   52:69:C:y
318:   53:87:a:y
319:   53:46:b:x
320:   53:27:c:y
321:   53:12:A:x
322:   53:90:B:y
323:   53:22:C:y
324:   54:38:a:x
325:   54:76:b:y
326:   54:12:c:x
327:   54:69:A:y
328:   54:10:B:y
329:   54:57:C:x
330:   55:53:a:y
331:   55:31:b:x
332:   55:33:c:y
333:   55:4:A:x
334:   55:61:B:x
335:   55:25:C:x
336:   56:43:a:x
337:   56:91:b:x
338:   56:65:c:y
339:   56:32:A:x
340:   56:87:B:y
341:   56:3:C:x
342:   57:40:a:x
343:   57:86:b:x
344:   57:33:c:x
345:   57:30:A:y
346:   57:97:B:x
347:   57:17:C:y
348:   58:34:a:x
349:   58:0:b:x
350:   58:45:c:x
351:   58:48:A:y
352:   58:39:B:y
353:   58:6:C:x
354:   59:66:a:y
355:   59:8:b:x
356:   59:62:c:x
357:   59:70:A:x
358:   59:10:B:y
359:   59:4:C:x
360:   60:9:a:x
361:   60:38:b:y
362:   60:81:c:x
363:   60:34:A:x
364:   60:13:B:y
365:   60:47:C:x
366:   61:5:a:x
367:   61:83:b:y
368:   61:77:c:y
369:   61:46:A:x
370:   61:9:B:x
371:   61:87:C:x
372:   62:28:a:x
373:   62:64:b:x
374:   62:97:c:y
375:   62:18:A:y
376:   62:11:B:y
377:   62:5:C:x
378:   63:21:a:x
379:   63:3:b:x
380:   63:27:c:y
381:   63:9:A:y
382:   63:25:B:y
383:   63:61:C:y
384:   64:18:a:y
385:   64:45:b:x
386:   64:86:c:y
387:   64:57:A:y
388:   64:69:B:y
389:   64:93:C:x
390:   65:34:a:y
391:   65:59:b:y
392:   65:36:c:x
393:   65:90:A:x
394:   65:15:B:x
395:   65:85:C:y
396:   66:53:a:x
397:   66:85:b:x
398:   66:70:c:y
399:   66:46:A:x
400:   66:52:B:y
401:   66:61:C:y
402:   67:74:a:y
403:   67:89:b:y
404:   67:77:c:x
405:   67:89:A:x
406:   67:80:B:x
407:   67:19:C:x
408:   68:69:a:y
409:   68:92:b:y
410:   68:26:c:x
411:   68:3:A:y
412:   68:58:B:y
413:   68:77:C:y
414:   69:78:a:y
415:   69:58:b:x
416:   69:87:c:x
417:   69:69:A:x
418:   69:74:B:y
419:   69:80:C:y
420:   70:25:a:y
421:   70:40:b:y
422:   70:84:c:x
423:   70:94:A:y
424:   70:51:B:x
425:   70:88:C:y
426:   71:47:a:x
427:   71:41:b:x
428:   71:15:c:y
429:   71:5:A:x
430:   71:78:B:x
431:   71:19:C:y
432:   72:74:a:x
433:   72:32:b:x
434:   72:91:c:x
435:   72:63:A:y
436:   72:49:B:x
437:   72:41:C:y
438:   73:83:a:y
439:   73:54:b:x
440:   73:13:c:y
441:   73:8:A:x
442:   73:18:B:x
443:   73:74:C:x
444:   74:2:a:x
445:   74:28:b:y
446:   74:94:c:x
447:   74:74:A:x
448:   74:77:B:x
449:   74:5:C:x
450:   75:62:a:x
451:   75:46:b:x
452:   75:42:c:y
453:   75:40:A:x
454:   75:20:B:y
455:   75:4:C:x
456:   76:79:a:y
457:   76:89:b:x
458:   76:10:c:x
459:   76:41:A:y
460:   76:12:B:y
461:   76:89:C:y
462:   77:56:a:x
463:   77:91:b:y
464:   77:60:c:x
465:   77:98:A:x
466:   77:12:B:x
467:   77:65:C:y
468:   78:32:a:y
469:   78:53:b:x
470:   78:39:c:x
471:   78:28:A:y
472:   78:79:B:y
473:   78:90:C:x
474:   79:97:a:x
475:   79:24:b:x
476:   79:38:c:y
477:   79:21:A:y
478:   79:65:B:x
479:   79:14:C:y
480:   80:25:a:x
481:   80:55:b:x
482:   80:67:c:x
483:   80:35:A:x
484:   80:10:B:x
485:   80:83:C:y
486:   81:13:a:y
487:   81:76:b:y
488:   81:0:c:y
489:   81:65:A:y
490:   81:52:B:x
491:   81:1:C:x
492:   82:42:a:y
493:   82:14:b:y
494:   82:77:c:x
495:   82:30:A:x
496:   82:25:B:y
497:   82:80:C:y
498:   83:50:a:y
499:   83:57:b:y
500:   83:88:c:y
501:   83:97:A:y
502:   83:42:B:y
503:   83:45:C:x
504:   84:26:a:x
505:   84:41:b:y
506:   84:66:c:y
507:   84:40:A:y
508:   84:12:B:y
509:   84:11:C:x
510:   85:36:a:x
511:   85:93:b:x
512:   85:38:c:x
513:   85:59:A:x
514:   85:72:B:y
515:   85:40:C:y
516:   86:98:a:y
517:   86:7:b:x
518:   86:75:c:y
519:   86:68:A:y
520:   86:22:B:y
521:   86:62:C:x
522:   87:41:a:y
523:   87:71:b:x
524:   87:66:c:y
525:   87:88:A:x
526:   87:16:B:y
527:   87:36:C:x
528:   88:13:a:x
529:   88:45:b:y
530:   88:36:c:x
531:   88:51:A:y
532:   88:69:B:x
533:   88:43:C:y
534:   89:20:a:y
535:   89:70:b:y
536:   89:84:c:y
537:   89:66:A:y
538:   89:8:B:x
539:   89:99:C:x
540:   90:27:a:x
541:   90:84:b:x
542:   90:95:c:y
543:   90:76:A:y
544:   90:76:B:y
545:   90:17:C:y
546:   91:5:a:x
547:   91:63:b:x
548:   91:5:c:x
549:   91:48:A:y
550:   91:29:B:y
551:   91:35:C:y
552:   92:78:a:x
553:   92:2:b:y
554:   92:98:c:x
555:   92:50:A:x
556:   92:88:B:y
557:   92:52:C:x
558:   93:13:a:y
559:   93:65:b:y
560:   93:66:c:y
561:   93:19:A:x
562:   93:86:B:y
563:   93:42:C:y
564:   94:2:a:y
565:   94:9:b:y
566:   94:2:c:x
567:   94:67:A:x
568:   94:18:B:y
569:   94:68:C:x
570:   95:73:a:x
571:   95:72:b:x
572:   95:69:c:x
573:   95:35:A:y
574:   95:14:B:x
575:   95:88:C:x
576:   96:37:a:y
577:   96:92:b:y
578:   96:44:c:y
579:   96:22:A:y
580:   96:73:B:y
581:   96:74:C:y
582:   97:23:a:x
583:   97:54:b:x
584:   97:78:c:y
585:   97:33:A:x
586:   97:93:B:x
587:   97:66:C:x
588:   98:24:a:x
589:   98:25:b:y
590:   98:51:c:x
591:   98:58:A:y
592:   98:90:B:x
593:   98:45:C:x
594:   99:2:a:y
595:   99:15:b:x
596:   99:68:c:y
597:   99:20:A:y
598:   99:61:B:x
599:   99:84:C:y
