states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:99:a:x
115:   19:57:b:x
116:   19:37:c:x
117:   19:96:A:x
118:   19:63:B:x
119:   19:98:C:y
120:   20:25:a:x
121:   20:69:b:x
122:   20:6:c:x
123:   20:37:A:y
124:   20:44:B:x
125:   20:49:C:y
126:   21:79:a:y
127:   21:11:b:x
128:   21:90:c:y
129:   21:0:A:y
130:   21:90:B:x
131:   21:66:C:x
132:   22:89:a:y
133:   22:82:b:y
134:   22:3:c:y
135:   22:88:A:x
136:   22:40:B:x
137:   22:97:C:x
138:   23:20:a:x
139:   23:33:b:x
140:   23:78:c:y
141:   23:17:A:x
142:   23:10:B:x
143:   23:72:C:y
144:   24:3:a:y
145:   24:53:b:y
146:   24:30:c:x
147:   24:56:A:y
148:   24:99:B:y
149:   24:18:C:x
150:   25:27:a:x
151:   25:64:b:x
152:   25:12:c:y
153:   25:70:A:x
154:   25:35:B:y
155:   25:61:C:y
156:   26:81:a:x
157:   26:83:b:y
158:   26:0:c:x
159:   26:31:A:x
160:   26:2:B:y
161:   26:62:C:x
162:   27:36:a:x
163:   27:26:b:x
164:   27:77:c:x
165:   27:52:A:x
166:   27:28:B:x
167:   27:65:C:y
168:   28:54:a:x
169:   28:97:b:x
170:   28:25:c:y
171:   28:82:A:y
172:   28:49:B:y
173:   28:38:C:x
174:   29:23:a:y
175:   29:86:b:y
176:   29:57:c:x
177:   29:4:A:x
178:   29:95:B:y
179:   29:57:C:x
180:   30:9:a:x
181:   30:14:b:x
182:   30:89:c:y
183:   30:6:A:y
184:   30:20:B:y
185:   30:56:C:x
186:   31:29:a:x
187:   31:50:b:x
188:   31:7:c:y
189:   31:96:A:x
190:   31:87:B:y
191:   31:19:C:y
192:   32:63:a:x
193:   32:39:b:y
194:   32:73:c:x
195:   32:30:A:y
196:   32:71:B:y
197:   32:9:C:x
198:   33:19:a:x
199:   33:10:b:x
200:   33:70:c:y
201:   33:1:A:x
202:   33:0:B:y
203:   33:59:C:x
204:   34:48:a:x
205:   34:62:b:x
206:   34:14:c:x
207:   34:58:A:y
208:   34:58:B:x
209:   34:21:C:y
210:   35:17:a:y
211:   35:72:b:x
212:   35:88:c:y
213:   35:47:A:y
214:   35:1:B:x
215:   35:92:C:y
216:   36:85:a:y
217:   36:59:b:x
218:   36:6:c:y
219:   36:64:A:y
220:   36:7:B:y
221:   36:73:C:y
222:   37:41:a:y
223:   37:21:b:x
224:   37:45:c:y
225:   37:62:A:y
226:   37:7:B:y
227:   37:66:C:y
228:   38:78:a:x
229:   38:5:b:x
230:   38:46:c:x
231:   38:54:A:x
232:   38:53:B:x
233:   38:17:C:y
234:   39:1:a:x
235:   39:80:b:y
236:   39:46:c:y
237:   39:87:A:y
238:   39:52:B:y
239:   39:91:C:x
240:   40:39:a:y
241:   40:74:b:x
242:   40:72:c:x
243:   40:45:A:x
244:   40:23:B:x
245:   40:36:C:y
246:   41:48:a:y
247:   41:69:b:y
248:   41:44:c:x
249:   41:50:A:x
250:   41:35:B:y
251:   41:18:C:x
252:   42:94:a:x
253:   42:35:b:x
254:   42:75:c:x
255:   42:92:A:x
256:   42:80:B:x
257:   42:4:C:y
258:   43:47:a:x
259:   43:9:b:x
260:   43:52:c:y
261:   43:16:A:x
262:   43:87:B:x
263:   43:96:C:x
264:   44:58:a:x
265:   44:18:b:y
266:   44:81:c:y
267:   44:71:A:x
268:   44:5:B:y
269:   44:16:C:y
270:   45:92:a:y
271:   45:75:b:x
272:   45:47:c:y
273:   45:2:A:x
274:   45:21:B:y
275:   45:61:C:x
276:   46:2:a:y
277:   46:94:b:x
278:   46:15:c:y
279:   46:24:A:x
280:   46:41:B:y
281:   46:38:C:x
282:   47:95:a:y
283:   47:15:b:y
284:   47:20:c:y
285:   47:38:A:x
286:   47:24:B:y
287:   47:93:C:y
288:   48:85:a:x
289:   48:28:b:x
290:   48:54:c:x
291:   48:5:A:y
292:   48:95:B:x
293:   48:15:C:y
294:   49:85:a:y
295:   49:98:b:y
296:   49:75:c:x
297:   49:88:A:y
298:   49:86:B:x
299:   49:86:C:y
300:   50:31:a:y
301:   50:65:b:x
302:   50:38:c:x
303:   50:0:A:x
304:   50:71:B:x
305:   50:97:C:y
306:   51:18:a:y
307:   51:86:b:x
308:   51:89:c:y
309:   51:56:A:y
310:   51:80:B:x
311:   51:54:C:y
312:   52:98:a:y
313:   52:79:b:y
314:   52:58:c:y
315:   52:42:A:y
316:   52:85:B:x
317:   52:54:C:x
318:   53:0:a:y
319:   53:93:b:y
320:   53:1:c:x
321:   53:57:A:x
322:   53:14:B:x
323:   53:49:C:y
324:   54:15:a:y
325:   54:3:b:x
326:   54:87:c:y
327:   54:12:A:x
328:   54:30:B:y
329:   54:30:C:y
330:   55:13:a:y
331:   55:55:b:y
332:   55:95:c:x
333:   55:63:A:y
334:   55:6:B:x
335:   55:8:C:y
336:   56:98:a:x
337:   56:19:b:x
338:   56:48:c:y
339:   56:82:A:x
340:   56:52:B:x
341:   56:73:C:x
342:   57:14:a:x
343:   57:22:b:y
344:   57:56:c:x
345:   57:78:A:y
346:   57:89:B:x
347:   57:43:C:y
348:   58:68:a:y
349:   58:75:b:y
350:   58:92:c:x
351:   58:70:A:x
352:   58:26:B:y
353:   58:87:C:y
354:   59:79:a:y
355:   59:58:b:x
356:   59:39:c:x
357:   59:42:A:x
358:   59:76:B:y
359:   59:89:C:y
360:   60:4:a:y
361:   60:10:b:x
362:   60:49:c:x
363:   60:17:A:y
364:   60:18:B:y
365:   60:4:C:y
366:   61:18:a:x
367:   61:92:b:x
368:   61:15:c:y
369:   61:5:A:y
370:   61:74:B:y
371:   61:38:C:y
372:   62:76:a:x
373:   62:24:b:y
374:   62:31:c:x
375:   62:57:A:y
376:   62:86:B:x
377:   62:40:C:y
378:   63:68:a:x
379:   63:19:b:x
380:   63:79:c:y
381:   63:69:A:x
382:   63:23:B:y
383:   63:12:C:x
384:   64:87:a:y
385:   64:37:b:y
386:   64:70:c:y
387:   64:35:A:x
388:   64:90:B:y
389:   64:26:C:x
390:   65:8:a:y
391:   65:42:b:y
392:   65:41:c:y
393:   65:91:A:x
394:   65:19:B:x
395:   65:23:C:x
396:   66:7:a:x
397:   66:65:b:y
398:   66:1:c:x
399:   66:74:A:y
400:   66:45:B:x
401:   66:42:C:y
402:   67:95:a:x
403:   67:36:b:y
404:   67:7:c:x
405:   67:32:A:x
406:   67:82:B:x
407:   67:91:C:x
408:   68:34:a:x
409:   68:99:b:y
410:   68:56:c:x
411:   68:69:A:y
412:   68:14:B:x
413:   68:42:C:y
414:   69:24:a:y
415:   69:54:b:y
416:   69:9:c:y
417:   69:33:A:y
418:   69:82:B:x
419:   69:16:C:y
420:   70:6:a:y
421:   70:16:b:x
422:   70:71:c:y
423:   70:52:A:y
424:   70:20:B:y
425:   70:1:C:x
426:   71:95:a:y
427:   71:7:b:x
428:   71:17:c:x
429:   71:86:A:y
430:   71:88:B:y
431:   71:67:C:x
432:   72:35:a:x
433:   72:21:b:y
434:   72:5:c:x
435:   72:66:A:x
436:   72:42:B:x
437:   72:44:C:y
438:   73:47:a:x
439:   73:33:b:y
440:   73:98:c:y
441:   73:20:A:y
442:   73:7:B:x
443:   73:16:C:y
444:   74:35:a:x
445:   74:89:b:x
446:   74:36:c:x
447:   74:25:A:x
448:   74:32:B:x
449:   74:18:C:y
450:   75:73:a:x
451:   75:77:b:x
452:   75:99:c:y
453:   75:89:A:x
454:   75:18:B:y
455:   75:52:C:x
456:   76:12:a:x
457:   76:57:b:y
458:   76:96:c:x
459:   76:80:A:x
460:   76:8:B:y
461:   76:6:C:x
462:   77:66:a:y
463:   77:70:b:x
464:   77:66:c:x
465:   77:80:A:x
466:   77:65:B:y
467:   77:65:C:y
468:   78:15:a:x
469:   78:54:b:y
470:   78:17:c:x
471:   78:15:A:x
472:   78:72:B:y
473:   78:65:C:y
474:   79:13:a:x
475:   79:20:b:y
476:   79:55:c:y
477:   79:5:A:x
478:   79:37:B:y
479:   79:90:C:y
480:   80:85:a:y
481:   80:9:b:x
482:   80:53:c:x
483:   80:31:A:y
484:   80:20:B:y
485:   80:58:C:y
486:   81:50:a:y
487:   81:65:b:y
488:   81:7:c:y
489:   81:61:A:x
490:   81:59:B:x
491:   81:59:C:y
492:   82:90:a:y
493:   82:2:b:x
494:   82:96:c:x
495:   82:13:A:y
496:   82:42:B:y
497:   82:76:C:y
498:   83:98:a:x
499:   83:7:b:x
500:   83:81:c:x
501:   83:12:A:y
502:   83:13:B:x
503:   83:0:C:y
504:   84:59:a:x
505:   84:94:b:x
506:   84:42:c:x
507:   84:87:A:y
508:   84:87:B:y
509:   84:52:C:y
510:   85:89:a:x
511:   85:70:b:y
512:   85:14:c:x
513:   85:88:A:y
514:   85:40:B:x
515:   85:5:C:y
516:   86:93:a:y
517:   86:44:b:x
518:   86:12:c:x
519:   86:35:A:y
520:   86:65:B:x
521:   86:53:C:y
522:   87:12:a:y
523:   87:61:b:y
524:   87:81:c:x
525:   87:30:A:y
526:   87:61:B:x
527:   87:27:C:y
528:   88:29:a:x
529:   88:16:b:y
530:   88:75:c:x
531:   88:11:A:y
532:   88:41:B:y
533:   88:7:C:x
534:   89:45:a:y
535:   89:6:b:x
536:   89:96:c:y
537:   89:4:A:x
538:   89:99:B:y
539:   89:46:C:x
540:   90:29:a:y
541:   90:61:b:y
542:   90:43:c:x
543:   90:55:A:x
544:   90:74:B:y
545:   90:43:C:x
546:   91:75:a:x
547:   91:43:b:x
548:   91:98:c:x
549:   91:34:A:x
550:   91:60:B:y
551:   91:2:C:x
552:   92:65:a:y
553:   92:47:b:y
554:   92:78:c:x
555:   92:38:A:y
556:   92:91:B:y
557:   92:38:C:y
558:   93:68:a:y
559:   93:37:b:y
560:   93:46:c:x
561:   93:38:A:y
562:   93:54:B:y
563:   93:51:C:y
564:   94:0:a:y
565:   94:51:b:y
566:   94:92:c:y
567:   94:14:A:y
568:   94:35:B:x
569:   94:52:C:y
570:   95:86:a:x
571:   95:63:b:x
572:   95:54:c:x
573:   95:18:A:x
574:   95:22:B:y
575:   95:91:C:x
576:   96:94:a:y
577:   96:5:b:x
578:   96:26:c:x
579:   96:9:A:x
580:   96:74:B:x
581:   96:43:C:x
582:   97:70:a:y
583:   97:72:b:y
584:   97:53:c:x
585:   97:56:A:x
586:   97:63:B:x
587:   97:26:C:x
588:   98:15:a:y
589:   98:5:b:y
590:   98:46:c:y
591:   98:45:A:y
592:   98:46:B:y
593:   98:70:C:x
594:   99:81:a:y
595:   99:27:b:y
596:   99:21:c:y
597:   99:32:A:y
598:   99:53:B:x
599:   99:63:C:y
