states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:80:a:y
237:   39:16:A:y
238:   39:31:B:y
239:   39:63:C:y
240:   40:35:a:y
241:   40:49:b:y
242:   40:48:c:y
243:   40:28:A:x
244:   40:55:B:x
245:   40:85:C:y
246:   41:92:a:x
247:   41:56:b:y
248:   41:90:c:x
249:   41:23:A:y
250:   41:62:B:y
251:   41:88:C:y
252:   42:84:a:x
253:   42:85:b:y
254:   42:84:c:y
255:   42:44:A:y
256:   42:19:B:y
257:   42:68:C:y
258:   43:75:a:x
259:   43:83:b:y
260:   43:6:c:x
261:   43:67:A:y
262:   43:72:B:y
263:   43:72:C:y
264:   44:83:a:y
265:   44:3:b:y
266:   44:86:c:x
267:   44:48:A:x
268:   44:47:B:x
269:   44:65:C:x
270:   45:76:a:y
271:   45:2:b:x
272:   45:86:c:y
273:   45:75:A:x
274:   45:76:B:y
275:   45:41:C:x
276:   46:4:a:x
277:   46:86:b:x
278:   46:95:c:x
279:   46:62:A:x
280:   46:85:B:y
281:   46:58:C:x
282:   47:25:a:x
283:   47:72:b:x
284:   47:41:c:x
285:   47:66:A:y
286:   47:2:B:x
287:   47:1:C:x
288:   48:4:a:x
289:   48:4:b:x
290:   48:1:c:x
291:   48:22:A:y
292:   48:95:B:x
293:   48:25:C:x
294:   49:36:a:x
295:   49:80:b:y
296:   49:36:c:y
297:   49:28:A:x
298:   49:28:B:y
299:   49:36:C:x
300:   50:54:a:y
301:   50:63:b:x
302:   50:43:c:x
303:   50:87:A:y
304:   50:23:B:y
305:   50:84:C:x
306:   51:11:a:y
307:   51:95:b:y
308:   51:2:c:x
309:   51:60:A:x
310:   51:8:B:y
311:   51:44:C:x
312:   52:0:a:y
313:   52:30:b:y
314:   52:60:c:y
315:   52:99:A:x
316:   52:81:B:x
317:   52:41:C:x
318:   53:10:a:y
319:   53:36:b:y
320:   53:26:c:x
321:   53:4:A:y
322:   53:52:B:y
323:   53:46:C:y
324:   54:74:a:x
325:   54:82:b:x
326:   54:69:c:x
327:   54:12:A:x
328:   54:72:B:y
329:   54:98:C:y
330:   55:20:a:x
331:   55:7:b:x
332:   55:16:c:y
333:   55:69:A:x
334:   55:65:B:x
335:   55:72:C:x
336:   56:38:a:x
337:   56:49:b:y
338:   56:93:c:y
339:   56:23:A:x
340:   56:18:B:y
341:   56:45:C:x
342:   57:2:a:x
343:   57:82:b:y
344:   57:12:c:y
345:   57:4:A:x
346:   57:64:B:x
347:   57:21:C:x
348:   58:98:a:x
349:   58:84:b:x
350:   58:45:c:y
351:   58:58:A:x
352:   58:55:B:y
353:   58:83:C:y
354:   59:87:a:x
355:   59:10:b:x
356:   59:34:c:x
357:   59:24:A:x
358:   59:72:B:y
359:   59:11:C:y
360:   60:29:a:x
361:   60:4:b:x
362:   60:49:c:y
363:   60:58:A:y
364:   60:1:B:x
365:   60:71:C:y
366:   61:35:a:y
367:   61:44:b:y
368:   61:4:c:y
369:   61:21:A:x
370:   61:2:B:x
371:   61:68:C:y
372:   62:36:a:y
373:   62:10:b:y
374:   62:32:c:x
375:   62:62:A:y
376:   62:18:B:x
377:   62:37:C:y
378:   63:96:a:y
379:   63:89:b:x
380:   63:75:c:y
381:   63:33:A:y
382:   63:72:B:y
383:   63:40:C:x
384:   64:71:a:x
385:   64:21:b:y
386:   64:87:c:y
387:   64:61:A:x
388:   64:70:B:y
389:   64:2:C:y
390:   65:47:a:x
391:   65:20:b:y
392:   65:26:c:x
393:   65:63:A:x
394:   65:98:B:x
395:   65:43:C:x
396:   66:44:a:y
397:   66:10:b:x
398:   66:19:c:x
399:   66:33:A:y
400:   66:74:B:y
401:   66:55:C:y
402:   67:82:a:x
403:   67:83:b:x
404:   67:45:c:y
405:   67:15:A:y
406:   67:90:B:y
407:   67:37:C:y
408:   68:30:a:y
409:   68:63:b:y
410:   68:32:c:y
411:   68:52:A:y
412:   68:67:B:x
413:   68:18:C:y
414:   69:16:a:x
415:   69:45:b:x
416:   69:4:c:x
417:   69:70:A:y
418:   69:58:B:x
419:   69:55:C:y
420:   70:10:a:x
421:   70:19:b:y
422:   70:5:c:y
423:   70:36:A:y
424:   70:23:B:x
425:   70:54:C:y
426:   71:48:a:x
427:   71:16:b:y
428:   71:10:c:y
429:   71:16:A:x
430:   71:30:B:y
431:   71:24:C:y
432:   72:80:a:x
433:   72:0:b:x
434:   72:17:c:y
435:   72:32:A:x
436:   72:83:B:x
437:   72:72:C:y
438:   73:81:a:x
439:   73:10:b:y
440:   73:52:c:y
441:   73:10:A:x
442:   73:70:B:y
443:   73:82:C:x
444:   74:78:a:x
445:   74:99:b:x
446:   74:75:c:x
447:   74:34:A:x
448:   74:13:B:x
449:   74:86:C:x
450:   75:19:a:y
451:   75:3:b:x
452:   75:52:c:x
453:   75:51:A:x
454:   75:20:B:x
455:   75:79:C:x
456:   76:47:a:y
457:   76:29:b:x
458:   76:6:c:x
459:   76:85:A:y
460:   76:57:B:y
461:   76:63:C:x
462:   77:84:a:x
463:   77:44:b:y
464:   77:37:c:x
465:   77:94:A:y
466:   77:72:B:x
467:   77:2:C:x
468:   78:48:a:x
469:   78:3:b:y
470:   78:37:c:x
471:   78:4:A:x
472:   78:18:B:y
473:   78:77:C:x
474:   79:58:a:y
475:   79:18:b:y
476:   79:13:c:y
477:   79:25:A:y
478:   79:0:B:x
479:   79:44:C:x
480:   80:58:a:y
481:   80:11:b:y
482:   80:92:c:y
483:   80:22:A:y
484:   80:11:B:x
485:   80:39:C:x
486:   81:1:a:x
487:   81:85:b:x
488:   81:46:c:x
489:   81:23:A:x
490:   81:65:B:y
491:   81:63:C:y
492:   82:31:a:x
493:   82:8:b:y
494:   82:63:c:y
495:   82:68:A:x
496:   82:80:B:x
497:   82:82:C:y
498:   83:76:a:x
499:   83:71:b:x
500:   83:53:c:y
501:   83:7:A:y
502:   83:38:B:x
503:   83:81:C:x
504:   84:46:a:x
505:   84:63:b:x
506:   84:81:c:x
507:   84:55:A:x
508:   84:56:B:x
509:   84:99:C:x
510:   85:6:a:x
511:   85:2:b:x
512:   85:72:c:x
513:   85:5:A:y
514:   85:20:B:x
515:   85:58:C:x
516:   86:19:a:y
517:   86:97:b:x
518:   86:71:c:y
519:   86:60:A:x
520:   86:59:B:y
521:   86:13:C:y
522:   87:97:a:y
523:   87:16:b:y
524:   87:33:c:y
525:   87:76:A:x
526:   87:95:B:y
527:   87:6:C:x
528:   88:90:a:y
529:   88:15:b:x
530:   88:9:c:x
531:   88:41:A:y
532:   88:72:B:y
533:   88:85:C:x
534:   89:53:a:y
535:   89:52:b:x
536:   89:60:c:x
537:   89:8:A:y
538:   89:62:B:y
539:   89:40:C:x
540:   90:35:a:y
541:   90:76:b:x
542:   90:14:c:y
543:   90:85:A:x
544:   90:38:B:y
545:   90:9:C:x
546:   91:98:a:y
547:   91:10:b:y
548:   91:47:c:x
549:   91:28:A:y
550:   91:6:B:x
551:   91:35:C:y
552:   92:24:a:x
553:   92:40:b:y
554:   92:38:c:y
555:   92:56:A:x
556:   92:30:B:x
557:   92:3:C:x
558:   93:25:a:y
559:   93:38:b:x
560:   93:73:c:y
561:   93:0:A:y
562:   93:69:B:y
563:   93:25:C:y
564:   94:94:a:y
565:   94:37:b:y
566:   94:84:c:x
567:   94:76:A:y
568:   94:48:B:x
569:   94:9:C:x
570:   95:21:a:x
571:   95:60:b:y
572:   95:34:c:x
573:   95:55:A:x
574:   95:24:B:y
575:   95:8:C:x
576:   96:94:a:x
577:   96:64:b:y
578:   96:96:c:y
579:   96:49:A:x
580:   96:91:B:x
581:   96:16:C:x
582:   97:19:a:y
583:   97:50:b:x
584:   97:48:c:y
585:   97:9:A:x
586:   97:70:B:y
587:   97:90:C:x
588:   98:89:a:y
589:   98:15:b:x
590:   98:11:c:y
591:   98:8:A:x
592:   98:40:B:y
593:   98:65:C:y
594:   99:20:a:x
595:   99:70:b:x
596:   99:31:c:y
597:   99:32:A:x
598:   99:93:B:y
599:   99:82:C:y
