states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:34:a:y
147:   24:99:A:x
148:   24:23:B:x
149:   24:94:C:y
150:   25:81:a:y
151:   25:75:b:y
152:   25:29:c:y
153:   25:95:A:y
154:   25:32:B:y
155:   25:72:C:y
156:   26:63:a:x
157:   26:90:b:y
158:   26:79:c:y
159:   26:53:A:y
160:   26:89:B:y
161:   26:1:C:y
162:   27:7:a:y
163:   27:3:b:y
164:   27:96:c:y
165:   27:93:A:y
166:   27:2:B:x
167:   27:26:C:y
168:   28:39:a:x
169:   28:59:b:x
170:   28:24:c:x
171:   28:74:A:y
172:   28:83:B:y
173:   28:35:C:x
174:   29:94:a:x
175:   29:73:b:x
176:   29:58:c:y
177:   29:90:A:y
178:   29:25:B:y
179:   29:86:C:x
180:   30:2:a:x
181:   30:28:b:y
182:   30:95:c:x
183:   30:98:A:y
184:   30:23:B:x
185:   30:2:C:x
186:   31:7:a:x
187:   31:89:b:x
188:   31:16:c:x
189:   31:90:A:y
190:   31:7:B:y
191:   31:63:C:x
192:   32:98:a:y
193:   32:20:b:x
194:   32:42:c:y
195:   32:39:A:x
196:   32:95:B:x
197:   32:88:C:y
198:   33:73:a:y
199:   33:74:b:x
200:   33:13:c:x
201:   33:70:A:y
202:   33:54:B:y
203:   33:62:C:y
204:   34:97:a:y
205:   34:11:b:x
206:   34:19:c:y
207:   34:37:A:x
208:   34:24:B:y
209:   34:0:C:y
210:   35:12:a:y
211:   35:92:b:y
212:   35:95:c:y
213:   35:8:A:y
214:   35:54:B:x
215:   35:66:C:x
216:   36:57:a:x
217:   36:47:b:x
218:   36:31:c:y
219:   36:47:A:x
220:   36:12:B:y
221:   36:46:C:x
222:   37:18:a:y
223:   37:38:b:x
224:   37:88:c:x
225:   37:34:A:y
226:   37:53:B:x
227:   37:11:C:x
228:   38:34:a:y
229:   38:80:b:x
230:   38:83:c:x
231:   38:11:A:y
232:   38:69:B:y
233:   38:91:C:x
234:   39:69:a:y
235:   39:58:b:x
236:   39:88:c:x
237:   39:30:A:y
238:   39:52:B:y
239:   39:56:C:x
240:   40:0:a:y
241:   40:12:b:x
242:   40:15:c:x
243:   40:36:A:x
244:   40:62:B:y
245:   40:57:C:y
246:   41:88:a:x
247:   41:24:b:y
248:   41:91:c:x
249:   41:3:A:x
250:   41:1:B:x
251:   41:42:C:x
252:   42:60:a:y
253:   42:49:b:y
254:   42:32:c:y
255:   42:48:A:x
256:   42:52:B:y
257:   42:67:C:x
258:   43:44:a:x
259:   43:9:b:x
260:   43:81:c:x
261:   43:13:A:y
262:   43:37:B:y
263:   43:55:C:y
264:   44:10:a:y
265:   44:27:b:x
266:   44:96:c:y
267:   44:96:A:y
268:   44:45:B:x
269:   44:58:C:x
270:   45:65:a:x
271:   45:93:b:y
272:   45:51:c:y
273:   45:63:A:x
274:   45:71:B:x
275:   45:31:C:x
276:   46:60:a:y
277:   46:32:b:y
278:   46:81:c:y
279:   46:6:A:y
280:   46:69:B:y
281:   46:85:C:x
282:   47:32:a:x
283:   47:66:b:x
284:   47:84:c:x
285:   47:72:A:y
286:   47:57:B:x
287:   47:72:C:y
288:   48:99:a:y
289:   48:92:b:y
290:   48:84:c:x
291:   48:3:A:x
292:   48:41:B:x
293:   48:65:C:y
294:   49:91:a:x
295:   49:46:b:y
296:   49:18:c:y
297:   49:60:A:x
298:   49:94:B:y
299:   49:16:C:x
300:   50:74:a:y
301:   50:41:b:x
302:   50:62:c:x
303:   50:42:A:y
304:   50:67:B:x
305:   50:14:C:y
306:   51:66:a:y
307:   51:10:b:x
308:   51:34:c:x
309:   51:84:A:x
310:   51:18:B:y
311:   51:37:C:x
312:   52:95:a:y
313:   52:41:b:x
314:   52:50:c:y
315:   52:82:A:x
316:   52:46:B:y
317:   52:9:C:x
318:   53:34:a:x
319:   53:34:b:x
320:   53:66:c:y
321:   53:42:A:x
322:   53:54:B:x
323:   53:69:C:x
324:   54:38:a:x
325:   54:67:b:x
326:   54:59:c:x
327:   54:15:A:y
328:   54:64:B:y
329:   54:44:C:x
330:   55:54:a:x
331:   55:96:b:x
332:   55:28:c:x
333:   55:85:A:y
334:   55:41:B:y
335:   55:35:C:x
336:   56:50:a:y
337:   56:81:b:x
338:   56:57:c:x
339:   56:92:A:x
340:   56:60:B:y
341:   56:2:C:y
342:   57:99:a:x
343:   57:84:b:x
344:   57:40:c:y
345:   57:23:A:x
346:   57:37:B:y
347:   57:85:C:x
348:   58:78:a:x
349:   58:61:b:y
350:   58:36:c:y
351:   58:49:A:y
352:   58:33:B:x
353:   58:85:C:y
354:   59:9:a:y
355:   59:14:b:y
356:   59:99:c:x
357:   59:81:A:y
358:   59:85:B:x
359:   59:22:C:y
360:   60:47:a:x
361:   60:35:b:x
362:   60:59:c:y
363:   60:75:A:x
364:   60:67:B:x
365:   60:39:C:y
366:   61:19:a:y
367:   61:51:b:y
368:   61:73:c:y
369:   61:18:A:x
370:   61:24:B:y
371:   61:72:C:y
372:   62:35:a:y
373:   62:35:b:x
374:   62:79:c:x
375:   62:53:A:x
376:   62:70:B:y
377:   62:36:C:x
378:   63:41:a:x
379:   63:50:b:y
380:   63:75:c:y
381:   63:26:A:y
382:   63:10:B:y
383:   63:56:C:x
384:   64:43:a:y
385:   64:80:b:y
386:   64:9:c:x
387:   64:50:A:y
388:   64:29:B:x
389:   64:31:C:y
390:   65:62:a:y
391:   65:74:b:x
392:   65:27:c:y
393:   65:13:A:x
394:   65:30:B:y
395:   65:80:C:x
396:   66:51:a:y
397:   66:22:b:x
398:   66:56:c:x
399:   66:97:A:x
400:   66:91:B:y
401:   66:44:C:x
402:   67:88:a:x
403:   67:71:b:x
404:   67:27:c:x
405:   67:94:A:x
406:   67:79:B:y
407:   67:23:C:x
408:   68:89:a:x
409:   68:94:b:x
410:   68:4:c:y
411:   68:44:A:y
412:   68:86:B:x
413:   68:80:C:y
414:   69:91:a:y
415:   69:35:b:x
416:   69:65:c:y
417:   69:48:A:x
418:   69:58:B:x
419:   69:74:C:y
420:   70:79:a:y
421:   70:97:b:x
422:   70:40:c:x
423:   70:79:A:x
424:   70:2:B:y
425:   70:78:C:x
426:   71:6:a:x
427:   71:21:b:x
428:   71:27:c:y
429:   71:15:A:y
430:   71:56:B:x
431:   71:31:C:y
432:   72:21:a:y
433:   72:6:b:y
434:   72:52:c:y
435:   72:10:A:x
436:   72:65:B:x
437:   72:82:C:y
438:   73:9:a:y
439:   73:69:b:x
440:   73:22:c:x
441:   73:4:A:x
442:   73:25:B:y
443:   73:70:C:y
444:   74:33:a:x
445:   74:58:b:y
446:   74:70:c:x
447:   74:91:A:x
448:   74:13:B:y
449:   74:48:C:y
450:   75:62:a:x
451:   75:28:b:y
452:   75:23:c:y
453:   75:18:A:y
454:   75:3:B:y
455:   75:94:C:y
456:   76:22:a:y
457:   76:5:b:x
458:   76:9:c:x
459:   76:51:A:y
460:   76:29:B:y
461:   76:52:C:x
462:   77:63:a:x
463:   77:48:b:y
464:   77:22:c:x
465:   77:67:A:x
466:   77:71:B:x
467:   77:61:C:y
468:   78:75:a:x
469:   78:82:b:x
470:   78:45:c:y
471:   78:51:A:x
472:   78:98:B:y
473:   78:68:C:y
474:   79:5:a:x
475:   79:49:b:x
476:   79:6:c:x
477:   79:63:A:x
478:   79:68:B:y
479:   79:64:C:x
480:   80:98:a:y
481:   80:78:b:x
482:   80:24:c:y
483:   80:14:A:x
484:   80:1:B:x
485:   80:71:C:x
486:   81:42:a:y
487:   81:4:b:y
488:   81:98:c:y
489:   81:17:A:y
490:   81:60:B:x
491:   81:17:C:y
492:   82:11:a:x
493:   82:47:b:x
494:   82:71:c:y
495:   82:12:A:y
496:   82:6:B:y
497:   82:63:C:y
498:   83:42:a:x
499:   83:46:b:x
500:   83:79:c:x
501:   83:78:A:x
502:   83:4:B:y
503:   83:64:C:y
504:   84:1:a:x
505:   84:23:b:y
506:   84:45:c:y
507:   84:46:A:x
508:   84:65:B:x
509:   84:95:C:x
510:   85:97:a:y
511:   85:37:b:y
512:   85:20:c:x
513:   85:16:A:y
514:   85:14:B:y
515:   85:92:C:y
516:   86:97:a:x
517:   86:62:b:y
518:   86:5:c:x
519:   86:0:A:y
520:   86:0:B:x
521:   86:60:C:x
522:   87:33:a:y
523:   87:61:b:x
524:   87:77:c:x
525:   87:16:A:y
526:   87:38:B:y
527:   87:61:C:y
528:   88:14:a:x
529:   88:12:b:y
530:   88:78:c:x
531:   88:64:A:y
532:   88:43:B:y
533:   88:4:C:x
534:   89:30:a:x
535:   89:55:b:x
536:   89:5:c:x
537:   89:68:A:x
538:   89:82:B:y
539:   89:77:C:x
540:   90:61:a:y
541:   90:48:b:y
542:   90:97:c:x
543:   90:55:A:y
544:   90:70:B:x
545:   90:15:C:y
546:   91:25:a:y
547:   91:43:b:y
548:   91:77:c:y
549:   91:25:A:y
550:   91:48:B:y
551:   91:40:C:x
552:   92:25:a:y
553:   92:20:b:y
554:   92:99:c:x
555:   92:26:A:x
556:   92:14:B:y
557:   92:1:C:y
558:   93:16:a:x
559:   93:77:b:y
560:   93:49:c:y
561:   93:76:A:x
562:   93:8:B:y
563:   93:68:C:x
564:   94:89:a:y
565:   94:86:b:x
566:   94:89:c:y
567:   94:83:A:x
568:   94:76:B:y
569:   94:83:C:x
570:   95:20:a:y
571:   95:27:b:x
572:   95:86:c:y
573:   95:64:A:y
574:   95:76:B:y
575:   95:77:C:y
576:   96:92:a:y
577:   96:76:b:x
578:   96:89:c:x
579:   96:49:A:x
580:   96:86:B:x
581:   96:26:C:x
582:   97:25:a:y
583:   97:55:b:x
584:   97:26:c:x
585:   97:40:A:y
586:   97:43:B:y
587:   97:55:C:x
588:   98:77:a:x
589:   98:43:b:x
590:   98:64:c:y
591:   98:40:A:x
592:   98:8:B:x
593:   98:40:C:y
594:   99:8:a:y
595:   99:8:b:x
596:   99:76:c:x
597:   99:8:A:y
598:   99:99:B:y
599:   99:26:C:x
