states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:88:a:x
590:   98:90:c:x
591:   98:1:A:x
592:   98:65:B:y
593:   98:77:C:y
594:   99:46:a:x
595:   99:46:b:x
596:   99:70:c:y
597:   99:65:A:y
598:   99:26:B:x
599:   99:26:C:x
